Gas,Source,T_K,T_C,P_bar,m_low,m_high,m_avg,dm,x_low,x_high,ks_data
CH4,Blount 1982,444.205000,171.055000,1096.500000,0.920600,1.997400,1.459000,1.076800,0.008315,0.006803,0.080945
CH4,Blount 1982,443.205000,170.055000,1094.500000,0.920600,3.245400,2.083000,2.324800,0.008315,0.006157,0.056131
CH4,Blount 1982,443.595000,170.445000,1092.000000,0.920600,4.899400,2.910000,3.978800,0.008315,0.005032,0.054821
CH4,Blount 1982,443.705000,170.555000,1100.000000,0.920600,6.751100,3.835850,5.830500,0.008315,0.004760,0.041550
CH4,Blount 1982,444.400000,171.250000,891.000000,0.915000,1.997400,1.456200,1.082400,0.007277,0.005921,0.082740
CH4,Blount 1982,444.010000,170.860000,893.500000,0.915000,3.197400,2.056200,2.282400,0.007277,0.005083,0.068276
CH4,Blount 1982,443.900000,170.750000,893.000000,0.915000,4.905000,2.910000,3.990000,0.007277,0.004700,0.047583
CH4,Blount 1982,443.900000,170.750000,899.000000,0.915000,6.701800,3.808400,5.786800,0.007277,0.004175,0.041698
CH4,Blount 1982,443.900000,170.750000,899.000000,0.915000,6.705100,3.810050,5.790100,0.007277,0.003870,0.047364
CH4,Blount 1982,444.205000,171.055000,682.000000,0.909300,2.027200,1.468250,1.117900,0.006798,0.005510,0.081608
CH4,Blount 1982,443.595000,170.445000,684.000000,0.909300,4.899400,2.904350,3.990100,0.006798,0.003899,0.060507
CH4,Blount 1982,443.955000,170.805000,689.000000,0.909300,6.705100,3.807200,5.795800,0.006798,0.003653,0.046539
CH4,Blount 1982,444.205000,171.055000,476.500000,0.901700,2.027200,1.464450,1.125500,0.005252,0.004320,0.075381
CH4,Blount 1982,443.095000,169.945000,476.000000,0.901700,4.812800,2.857250,3.911100,0.005252,0.003236,0.053774
CH4,Blount 1982,443.455000,170.305000,339.000000,0.896000,4.983800,2.939900,4.087800,0.004881,0.002456,0.072968
CH4,Blount 1982,443.900000,170.750000,245.000000,0.892200,2.027200,1.459700,1.135000,0.003771,0.003083,0.077078
CH4,Blount 1982,443.900000,170.750000,245.500000,0.892200,1.984700,1.438450,1.092500,0.003771,0.003280,0.055453
CH4,Blount 1982,442.900000,169.750000,245.000000,0.892200,3.238200,2.065200,2.346000,0.003771,0.002654,0.065028
CH4,Blount 1982,443.400000,170.250000,247.500000,0.892200,4.812800,2.852500,3.920600,0.003771,0.002138,0.062860
CH4,Blount 1982,443.650000,170.500000,244.500000,0.892200,6.672400,3.782300,5.780200,0.003771,0.001900,0.051504
CH4,Blount 1982,444.010000,170.860000,136.500000,0.892200,1.984700,1.438450,1.092500,0.002590,0.002509,0.012631
CH4,Blount 1982,443.400000,170.250000,137.000000,0.892200,3.238200,2.065200,2.346000,0.002590,0.001926,0.054835
CH4,Blount 1982,443.650000,170.500000,1314.000000,1.997400,3.332300,2.664850,1.334900,0.006817,0.006537,0.013645
CH4,Blount 1982,443.540000,170.390000,1314.500000,1.997400,4.905000,3.451200,2.907600,0.006817,0.005731,0.025919
CH4,Blount 1982,443.540000,170.390000,1319.500000,1.997400,6.840100,4.418750,4.842700,0.006817,0.004886,0.029868
CH4,Blount 1982,443.760000,170.610000,1315.000000,1.997400,3.332300,2.664850,1.334900,0.007481,0.006537,0.043884
CH4,Blount 1982,443.650000,170.500000,1315.500000,1.997400,4.905000,3.451200,2.907600,0.007481,0.005731,0.039802
CH4,Blount 1982,443.650000,170.500000,1320.500000,1.997400,6.840100,4.418750,4.842700,0.007481,0.004886,0.038203
CH4,Blount 1982,443.150000,170.000000,1112.000000,1.997400,3.245400,2.621400,1.248000,0.006803,0.006157,0.034721
CH4,Blount 1982,443.540000,170.390000,1109.500000,1.997400,4.899400,3.448400,2.902000,0.006803,0.005032,0.045127
CH4,Blount 1982,443.650000,170.500000,1117.500000,1.997400,6.751100,4.374250,4.753700,0.006803,0.004760,0.032626
CH4,Blount 1982,443.150000,170.000000,1107.500000,1.997400,3.245400,2.621400,1.248000,0.006659,0.006157,0.027276
CH4,Blount 1982,443.540000,170.390000,1105.000000,1.997400,4.899400,3.448400,2.902000,0.006659,0.005032,0.041926
CH4,Blount 1982,443.650000,170.500000,1113.000000,1.997400,6.751100,4.374250,4.753700,0.006659,0.004760,0.030671
CH4,Blount 1982,443.760000,170.610000,900.500000,1.997400,3.197400,2.597400,1.200000,0.005921,0.005083,0.055229
CH4,Blount 1982,443.650000,170.500000,900.000000,1.997400,4.905000,3.451200,2.907600,0.005921,0.004700,0.034495
CH4,Blount 1982,443.650000,170.500000,906.000000,1.997400,6.701800,4.349600,4.704400,0.005921,0.004175,0.032255
CH4,Blount 1982,443.650000,170.500000,906.000000,1.997400,6.705100,4.351250,4.707700,0.005921,0.003870,0.039230
CH4,Blount 1982,443.370000,170.220000,900.500000,1.997400,3.197400,2.597400,1.200000,0.006066,0.005083,0.063985
CH4,Blount 1982,443.260000,170.110000,900.000000,1.997400,4.905000,3.451200,2.907600,0.006066,0.004700,0.038109
CH4,Blount 1982,443.260000,170.110000,906.000000,1.997400,6.701800,4.349600,4.704400,0.006066,0.004175,0.034488
CH4,Blount 1982,443.260000,170.110000,906.000000,1.997400,6.705100,4.351250,4.707700,0.006066,0.003870,0.041462
CH4,Blount 1982,443.150000,170.000000,700.000000,2.027200,3.238200,2.632700,1.211000,0.005510,0.004616,0.063490
CH4,Blount 1982,443.540000,170.390000,692.000000,2.027200,4.899400,3.463300,2.872200,0.005510,0.003899,0.052294
CH4,Blount 1982,443.900000,170.750000,697.000000,2.027200,6.705100,4.366150,4.677900,0.005510,0.003653,0.038159
CH4,Blount 1982,443.150000,170.000000,701.000000,2.027200,3.238200,2.632700,1.211000,0.005307,0.004616,0.050027
CH4,Blount 1982,443.540000,170.390000,693.000000,2.027200,4.899400,3.463300,2.872200,0.005307,0.003899,0.046618
CH4,Blount 1982,443.900000,170.750000,698.000000,2.027200,6.705100,4.366150,4.677900,0.005307,0.003653,0.034674
CH4,Blount 1982,443.150000,170.000000,490.000000,2.027200,3.238200,2.632700,1.211000,0.004320,0.004153,0.014139
CH4,Blount 1982,443.040000,169.890000,485.500000,2.027200,4.812800,3.420000,2.785600,0.004320,0.003236,0.045044
CH4,Blount 1982,444.040000,170.890000,493.000000,2.027200,6.705100,4.366150,4.677900,0.004320,0.002716,0.043086
CH4,Blount 1982,443.150000,170.000000,489.000000,2.027200,3.238200,2.632700,1.211000,0.004189,0.004153,0.003095
CH4,Blount 1982,443.040000,169.890000,484.500000,2.027200,4.812800,3.420000,2.785600,0.004189,0.003236,0.040243
CH4,Blount 1982,444.040000,170.890000,492.000000,2.027200,6.705100,4.366150,4.677900,0.004189,0.002716,0.040228
CH4,Blount 1982,443.150000,170.000000,488.000000,2.027200,3.238200,2.632700,1.211000,0.004262,0.004153,0.009291
CH4,Blount 1982,443.040000,169.890000,483.500000,2.027200,4.812800,3.420000,2.785600,0.004262,0.003236,0.042937
CH4,Blount 1982,444.040000,170.890000,491.000000,2.027200,6.705100,4.366150,4.677900,0.004262,0.002716,0.041832
CH4,Blount 1982,443.150000,170.000000,350.000000,2.027200,3.238200,2.632700,1.211000,0.003535,0.003365,0.017675
CH4,Blount 1982,443.650000,170.500000,352.500000,2.027200,4.983800,3.505500,2.956600,0.003535,0.002557,0.047574
CH4,Blount 1982,444.040000,170.890000,352.000000,2.027200,6.672400,4.349800,4.645200,0.003535,0.002333,0.038852
CH4,Blount 1982,443.150000,170.000000,357.000000,2.027200,3.238200,2.632700,1.211000,0.003738,0.003365,0.037700
CH4,Blount 1982,443.650000,170.500000,359.500000,2.027200,4.983800,3.505500,2.956600,0.003738,0.002557,0.055776
CH4,Blount 1982,444.040000,170.890000,359.000000,2.027200,6.672400,4.349800,4.645200,0.003738,0.002333,0.044072
CH4,Blount 1982,443.150000,170.000000,245.000000,2.027200,3.238200,2.632700,1.211000,0.003083,0.002654,0.053735
CH4,Blount 1982,443.650000,170.500000,247.500000,2.027200,4.812800,3.420000,2.785600,0.003083,0.002138,0.057067
CH4,Blount 1982,443.900000,170.750000,244.500000,2.027200,6.672400,4.349800,4.645200,0.003083,0.001900,0.045255
CH4,Blount 1982,443.150000,170.000000,245.500000,1.984700,3.238200,2.611450,1.253500,0.003280,0.002654,0.073373
CH4,Blount 1982,443.650000,170.500000,248.000000,1.984700,4.812800,3.398750,2.828100,0.003280,0.002138,0.065721
CH4,Blount 1982,443.900000,170.750000,245.000000,1.984700,6.672400,4.328550,4.687700,0.003280,0.001900,0.050583
CH4,Blount 1982,443.400000,170.250000,140.000000,1.984700,3.238200,2.611450,1.253500,0.002509,0.002050,0.070001
CH4,Blount 1982,443.260000,170.110000,1555.000000,3.344500,4.921800,4.133150,1.577300,0.007189,0.006383,0.032742
CH4,Blount 1982,443.150000,170.000000,1553.000000,3.344500,6.929900,5.137200,3.585400,0.007189,0.005339,0.036037
CH4,Blount 1982,443.260000,170.110000,1555.500000,3.300900,4.921800,4.111350,1.620900,0.007128,0.006383,0.029578
CH4,Blount 1982,443.150000,170.000000,1553.500000,3.300900,6.929900,5.115400,3.629000,0.007128,0.005339,0.034585
CH4,Blount 1982,443.260000,170.110000,1315.500000,3.332300,4.905000,4.118650,1.572700,0.006537,0.005731,0.036338
CH4,Blount 1982,443.260000,170.110000,1320.500000,3.332300,6.840100,5.086200,3.507800,0.006537,0.004886,0.036041
CH4,Blount 1982,442.540000,169.390000,1107.500000,3.245400,4.899400,4.072400,1.654000,0.006157,0.005032,0.052980
CH4,Blount 1982,442.650000,169.500000,1115.500000,3.245400,6.751100,4.998250,3.505700,0.006157,0.004760,0.031880
CH4,Blount 1982,443.260000,170.110000,902.500000,3.197400,4.905000,4.051200,1.707600,0.005083,0.004700,0.019924
CH4,Blount 1982,443.260000,170.110000,908.500000,3.197400,6.701800,4.949600,3.504400,0.005083,0.004175,0.024388
CH4,Blount 1982,443.260000,170.110000,908.500000,3.197400,6.705100,4.951250,3.507700,0.005083,0.003870,0.033757
CH4,Blount 1982,442.540000,169.390000,702.000000,3.238200,4.899400,4.068800,1.661200,0.004616,0.003899,0.044132
CH4,Blount 1982,442.900000,169.750000,707.000000,3.238200,6.705100,4.971650,3.466900,0.004616,0.003653,0.029310
CH4,Blount 1982,442.040000,168.890000,489.500000,3.238200,4.812800,4.025500,1.574600,0.004153,0.003236,0.068813
CH4,Blount 1982,443.040000,169.890000,497.000000,3.238200,6.705100,4.971650,3.466900,0.004153,0.002716,0.053198
CH4,Blount 1982,442.650000,169.500000,354.500000,3.238200,4.983800,4.111000,1.745600,0.003365,0.002557,0.068317
CH4,Blount 1982,443.040000,169.890000,354.000000,3.238200,6.672400,4.955300,3.434200,0.003365,0.002333,0.046319
CH4,Blount 1982,442.650000,169.500000,247.500000,3.238200,4.812800,4.025500,1.574600,0.002654,0.002138,0.059630
CH4,Blount 1982,442.900000,169.750000,244.500000,3.238200,6.672400,4.955300,3.434200,0.002654,0.001900,0.042265
CH4,Blount 1982,443.260000,170.110000,1552.000000,4.921800,6.929900,5.925850,2.008100,0.006383,0.005339,0.038626
CH4,Blount 1982,443.260000,170.110000,1545.000000,4.921800,6.929900,5.925850,2.008100,0.006516,0.005339,0.043086
CH4,Blount 1982,443.150000,170.000000,1321.000000,4.905000,6.840100,5.872550,1.935100,0.005731,0.004886,0.035800
CH4,Blount 1982,443.040000,169.890000,1113.000000,4.899400,6.751100,5.825250,1.851700,0.005032,0.004760,0.013033
CH4,Blount 1982,443.150000,170.000000,1114.500000,4.899400,6.751100,5.825250,1.851700,0.004915,0.004760,0.007516
CH4,Blount 1982,443.150000,170.000000,908.000000,4.905000,6.701800,5.803400,1.796800,0.004700,0.004175,0.028629
CH4,Blount 1982,443.150000,170.000000,908.000000,4.905000,6.705100,5.805050,1.800100,0.004700,0.003870,0.046879
CH4,Blount 1982,443.150000,170.000000,908.500000,4.905000,6.701800,5.803400,1.796800,0.004850,0.004175,0.036223
CH4,Blount 1982,443.150000,170.000000,908.500000,4.905000,6.705100,5.805050,1.800100,0.004850,0.003870,0.054459
CH4,Blount 1982,443.290000,170.140000,699.000000,4.899400,6.705100,5.802250,1.805700,0.003899,0.003653,0.015675
CH4,Blount 1982,443.510000,170.360000,698.500000,4.899400,6.705100,5.802250,1.805700,0.003899,0.003653,0.015675
CH4,Blount 1982,442.930000,169.780000,492.500000,4.812800,6.705100,5.758950,1.892300,0.003236,0.002716,0.040204
CH4,Blount 1982,443.540000,170.390000,494.500000,4.812800,6.705100,5.758950,1.892300,0.003536,0.002716,0.060552
CH4,Blount 1982,443.540000,170.390000,356.500000,4.983800,6.672400,5.828100,1.688600,0.002557,0.002333,0.023579
CH4,Blount 1982,443.540000,170.390000,351.500000,4.983800,6.672400,5.828100,1.688600,0.002456,0.002333,0.013214
CH4,Blount 1982,443.400000,170.250000,247.000000,4.812800,6.672400,5.742600,1.859600,0.002138,0.001900,0.027562
CH4,Blount 1982,479.150000,206.000000,1542.000000,0.053400,3.291200,1.672300,3.237800,0.016237,0.009212,0.076024
CH4,Blount 1982,478.540000,205.390000,1549.000000,0.053400,4.829500,2.441450,4.776100,0.016237,0.007876,0.065786
CH4,Blount 1982,477.540000,204.390000,1556.000000,0.053400,6.659400,3.356400,6.606000,0.016237,0.007980,0.046700
CH4,Blount 1982,479.290000,206.140000,1552.000000,0.060300,3.291200,1.675750,3.230900,0.015923,0.009212,0.073562
CH4,Blount 1982,478.680000,205.530000,1559.000000,0.060300,4.829500,2.444900,4.769200,0.015923,0.007876,0.064103
CH4,Blount 1982,477.680000,204.530000,1566.000000,0.060300,6.659400,3.359850,6.599100,0.015923,0.007980,0.045464
CH4,Blount 1982,478.540000,205.390000,1332.500000,0.060300,0.897900,0.479100,0.837600,0.014874,0.013186,0.062458
CH4,Blount 1982,478.540000,205.390000,1337.000000,0.060300,0.890300,0.475300,0.830000,0.014874,0.013100,0.066454
CH4,Blount 1982,478.430000,205.280000,1342.000000,0.060300,0.888400,0.474350,0.828100,0.014874,0.012615,0.086391
CH4,Blount 1982,479.290000,206.140000,1319.000000,0.060300,3.291200,1.675750,3.230900,0.014874,0.008875,0.069411
CH4,Blount 1982,478.540000,205.390000,1331.500000,0.060300,4.829500,2.444900,4.769200,0.014874,0.007810,0.058663
CH4,Blount 1982,478.540000,205.390000,1327.000000,0.060300,4.691100,2.375700,4.630800,0.014874,0.007746,0.061188
CH4,Blount 1982,477.790000,204.640000,1336.500000,0.060300,6.659400,3.359850,6.599100,0.014874,0.006909,0.050463
CH4,Blount 1982,477.790000,204.640000,1336.500000,0.060300,6.643100,3.351700,6.582800,0.014874,0.007494,0.045226
CH4,Blount 1982,478.260000,205.110000,1329.500000,0.060300,0.897900,0.479100,0.837600,0.015514,0.013186,0.084301
CH4,Blount 1982,478.260000,205.110000,1334.000000,0.060300,0.890300,0.475300,0.830000,0.015514,0.013100,0.088497
CH4,Blount 1982,478.150000,205.000000,1339.000000,0.060300,0.888400,0.474350,0.828100,0.015514,0.012615,0.108485
CH4,Blount 1982,479.010000,205.860000,1316.000000,0.060300,3.291200,1.675750,3.230900,0.015514,0.008875,0.075074
CH4,Blount 1982,478.260000,205.110000,1328.500000,0.060300,4.829500,2.444900,4.769200,0.015514,0.007810,0.062500
CH4,Blount 1982,478.260000,205.110000,1324.000000,0.060300,4.691100,2.375700,4.630800,0.015514,0.007746,0.065139
CH4,Blount 1982,477.510000,204.360000,1333.500000,0.060300,6.659400,3.359850,6.599100,0.015514,0.006909,0.053236
CH4,Blount 1982,477.510000,204.360000,1333.500000,0.060300,6.643100,3.351700,6.582800,0.015514,0.007494,0.048005
CH4,Blount 1982,478.540000,205.390000,1120.000000,0.060300,0.886500,0.473400,0.826200,0.014067,0.011913,0.087364
CH4,Blount 1982,478.540000,205.390000,1126.000000,0.060300,0.882700,0.471500,0.822400,0.014067,0.012934,0.044344
CH4,Blount 1982,479.400000,206.250000,1116.500000,0.060300,3.291200,1.675750,3.230900,0.014067,0.008522,0.067368
CH4,Blount 1982,478.790000,205.640000,1105.000000,0.060300,4.597900,2.329100,4.537600,0.014067,0.006946,0.067539
CH4,Blount 1982,477.900000,204.750000,1127.000000,0.060300,6.659400,3.359850,6.599100,0.014067,0.006909,0.046792
CH4,Blount 1982,478.540000,205.390000,1118.000000,0.060300,0.886500,0.473400,0.826200,0.014938,0.011913,0.118944
CH4,Blount 1982,478.540000,205.390000,1124.000000,0.060300,0.882700,0.471500,0.822400,0.014938,0.012934,0.076070
CH4,Blount 1982,479.400000,206.250000,1114.500000,0.060300,3.291200,1.675750,3.230900,0.014938,0.008522,0.075444
CH4,Blount 1982,478.790000,205.640000,1103.000000,0.060300,4.597900,2.329100,4.537600,0.014938,0.006946,0.073289
CH4,Blount 1982,477.900000,204.750000,1125.000000,0.060300,6.659400,3.359850,6.599100,0.014938,0.006909,0.050746
CH4,Blount 1982,478.540000,205.390000,909.000000,0.060300,0.882700,0.471500,0.822400,0.012550,0.012355,0.008270
CH4,Blount 1982,479.290000,206.140000,900.000000,0.060300,3.291200,1.675750,3.230900,0.012550,0.008062,0.059488
CH4,Blount 1982,478.790000,205.640000,907.000000,0.060300,4.589700,2.325000,4.529400,0.012550,0.005897,0.072419
CH4,Blount 1982,478.650000,205.500000,903.500000,0.060300,4.567900,2.314100,4.507600,0.012550,0.005989,0.071277
CH4,Blount 1982,477.790000,204.640000,908.000000,0.060300,6.659400,3.359850,6.599100,0.012550,0.005961,0.048995
CH4,Blount 1982,478.430000,205.280000,701.000000,0.060300,0.882700,0.471500,0.822400,0.011223,0.010304,0.045116
CH4,Blount 1982,479.180000,206.030000,706.000000,0.060300,3.291200,1.675750,3.230900,0.011223,0.007017,0.063127
CH4,Blount 1982,478.540000,205.390000,715.000000,0.060300,4.793300,2.426800,4.733000,0.011223,0.005769,0.061062
CH4,Blount 1982,478.680000,205.530000,716.500000,0.060300,4.762800,2.411550,4.702500,0.011223,0.005992,0.057956
CH4,Blount 1982,477.540000,204.390000,711.000000,0.060300,6.401200,3.230750,6.340900,0.011223,0.005278,0.051671
CH4,Blount 1982,478.345000,205.195000,698.000000,0.060300,0.882700,0.471500,0.822400,0.011932,0.010304,0.077465
CH4,Blount 1982,479.095000,205.945000,703.000000,0.060300,3.291200,1.675750,3.230900,0.011932,0.007017,0.071361
CH4,Blount 1982,478.455000,205.305000,712.000000,0.060300,4.793300,2.426800,4.733000,0.011932,0.005769,0.066683
CH4,Blount 1982,478.595000,205.445000,713.500000,0.060300,4.762800,2.411550,4.702500,0.011932,0.005992,0.063613
CH4,Blount 1982,477.455000,204.305000,708.000000,0.060300,6.401200,3.230750,6.340900,0.011932,0.005278,0.055866
CH4,Blount 1982,478.235000,205.085000,700.000000,0.060300,0.882700,0.471500,0.822400,0.011404,0.010304,0.053564
CH4,Blount 1982,478.985000,205.835000,705.000000,0.060300,3.291200,1.675750,3.230900,0.011404,0.007017,0.065278
CH4,Blount 1982,478.345000,205.195000,714.000000,0.060300,4.793300,2.426800,4.733000,0.011404,0.005769,0.062530
CH4,Blount 1982,478.485000,205.335000,715.500000,0.060300,4.762800,2.411550,4.702500,0.011404,0.005992,0.059433
CH4,Blount 1982,477.345000,204.195000,710.000000,0.060300,6.401200,3.230750,6.340900,0.011404,0.005278,0.052767
CH4,Blount 1982,477.790000,204.640000,500.000000,0.060300,0.879000,0.469650,0.818700,0.010345,0.007345,0.181677
CH4,Blount 1982,478.430000,205.280000,493.500000,0.060300,3.291200,1.675750,3.230900,0.010345,0.006001,0.073202
CH4,Blount 1982,477.930000,204.780000,496.500000,0.060300,4.691100,2.375700,4.630800,0.010345,0.004656,0.074872
CH4,Blount 1982,476.790000,203.640000,497.000000,0.060300,6.401200,3.230750,6.340900,0.010345,0.004301,0.060112
CH4,Blount 1982,477.400000,204.250000,350.500000,0.060300,0.841200,0.450750,0.780900,0.007441,0.007222,0.016614
CH4,Blount 1982,477.790000,204.640000,351.500000,0.060300,4.567900,2.314100,4.507600,0.007441,0.003793,0.064923
CH4,Blount 1982,476.650000,203.500000,357.500000,0.060300,5.843100,2.951700,5.782800,0.007441,0.003211,0.063117
CH4,Blount 1982,476.790000,203.640000,367.500000,0.060300,5.640800,2.850550,5.580500,0.007441,0.003338,0.062386
CH4,Blount 1982,477.455000,204.305000,248.500000,0.060300,0.831800,0.446050,0.771500,0.005722,0.005614,0.010726
CH4,Blount 1982,477.595000,204.445000,247.000000,0.060300,4.446200,2.253250,4.385900,0.005722,0.002938,0.066006
CH4,Blount 1982,476.595000,203.445000,253.000000,0.060300,5.477400,2.768850,5.417100,0.005722,0.002613,0.062840
CH4,Blount 1982,477.205000,204.055000,145.500000,0.060300,0.831800,0.446050,0.771500,0.004833,0.003731,0.145679
CH4,Blount 1982,479.400000,206.250000,1313.500000,0.897900,3.291200,2.094550,2.393300,0.013186,0.008875,0.071844
CH4,Blount 1982,478.650000,205.500000,1326.000000,0.897900,4.829500,2.863700,3.931600,0.013186,0.007810,0.057855
CH4,Blount 1982,478.650000,205.500000,1321.500000,0.897900,4.691100,2.794500,3.793200,0.013186,0.007746,0.060908
CH4,Blount 1982,477.900000,204.750000,1331.000000,0.897900,6.659400,3.778650,5.761500,0.013186,0.006909,0.048720
CH4,Blount 1982,477.900000,204.750000,1331.000000,0.897900,6.643100,3.770500,5.745200,0.013186,0.007494,0.042714
CH4,Blount 1982,479.400000,206.250000,1318.000000,0.890300,3.291200,2.090750,2.400900,0.013100,0.008875,0.070433
CH4,Blount 1982,478.650000,205.500000,1330.500000,0.890300,4.829500,2.859900,3.939200,0.013100,0.007810,0.057022
CH4,Blount 1982,478.650000,205.500000,1326.000000,0.890300,4.691100,2.790700,3.800800,0.013100,0.007746,0.060038
CH4,Blount 1982,477.900000,204.750000,1335.500000,0.890300,6.659400,3.774850,5.769100,0.013100,0.006909,0.048163
CH4,Blount 1982,477.900000,204.750000,1335.500000,0.890300,6.643100,3.766700,5.752800,0.013100,0.007494,0.042163
CH4,Blount 1982,479.290000,206.140000,1323.000000,0.888400,3.291200,2.089800,2.402800,0.012615,0.008875,0.063559
CH4,Blount 1982,478.540000,205.390000,1335.500000,0.888400,4.829500,2.858950,3.941100,0.012615,0.007810,0.052837
CH4,Blount 1982,478.540000,205.390000,1331.000000,0.888400,4.691100,2.789750,3.802700,0.012615,0.007746,0.055700
CH4,Blount 1982,477.790000,204.640000,1340.500000,0.888400,6.659400,3.773900,5.771000,0.012615,0.006909,0.045308
CH4,Blount 1982,477.790000,204.640000,1340.500000,0.888400,6.643100,3.765750,5.754700,0.012615,0.007494,0.039302
CH4,Blount 1982,479.290000,206.140000,1104.500000,0.886500,3.291200,2.088850,2.404700,0.011913,0.008522,0.060498
CH4,Blount 1982,478.680000,205.530000,1093.000000,0.886500,4.597900,2.742200,3.711400,0.011913,0.006946,0.063126
CH4,Blount 1982,477.790000,204.640000,1115.000000,0.886500,6.659400,3.772950,5.772900,0.011913,0.006909,0.040986
CH4,Blount 1982,479.290000,206.140000,1110.500000,0.882700,3.291200,2.086950,2.408500,0.012934,0.008522,0.075230
CH4,Blount 1982,478.680000,205.530000,1099.000000,0.882700,4.597900,2.740300,3.715200,0.012934,0.006946,0.072674
CH4,Blount 1982,477.790000,204.640000,1121.000000,0.882700,6.659400,3.771050,5.776700,0.012934,0.006909,0.047141
CH4,Blount 1982,479.180000,206.030000,903.000000,0.882700,3.291200,2.086950,2.408500,0.012355,0.008062,0.076977
CH4,Blount 1982,478.680000,205.530000,910.000000,0.882700,4.589700,2.736200,3.707000,0.012355,0.005897,0.086650
CH4,Blount 1982,478.540000,205.390000,906.500000,0.882700,4.567900,2.725300,3.685200,0.012355,0.005989,0.085338
CH4,Blount 1982,477.680000,204.530000,911.000000,0.882700,6.659400,3.771050,5.776700,0.012355,0.005961,0.054793
CH4,Blount 1982,479.180000,206.030000,693.000000,0.882700,3.291200,2.086950,2.408500,0.010304,0.007017,0.069277
CH4,Blount 1982,478.540000,205.390000,702.000000,0.882700,4.793300,2.838000,3.910600,0.010304,0.005769,0.064416
CH4,Blount 1982,478.680000,205.530000,703.500000,0.882700,4.762800,2.822750,3.880100,0.010304,0.005992,0.060677
CH4,Blount 1982,477.540000,204.390000,698.000000,0.882700,6.401200,3.641950,5.518500,0.010304,0.005278,0.052648
CH4,Blount 1982,479.290000,206.140000,489.500000,0.879000,3.291200,2.085100,2.412200,0.007345,0.006001,0.036385
CH4,Blount 1982,478.790000,205.640000,492.500000,0.879000,4.691100,2.785050,3.812100,0.007345,0.004656,0.051934
CH4,Blount 1982,477.650000,204.500000,493.000000,0.879000,6.401200,3.640100,5.522200,0.007345,0.004301,0.042089
CH4,Blount 1982,479.040000,205.890000,343.000000,0.841200,3.291200,2.066200,2.450000,0.006529,0.004952,0.049007
CH4,Blount 1982,478.540000,205.390000,340.000000,0.841200,4.567900,2.704550,3.726700,0.006529,0.003793,0.063290
CH4,Blount 1982,479.040000,205.890000,344.500000,0.841200,3.291200,2.066200,2.450000,0.006977,0.004952,0.060771
CH4,Blount 1982,478.540000,205.390000,341.500000,0.841200,4.567900,2.704550,3.726700,0.006977,0.003793,0.071024
CH4,Blount 1982,479.040000,205.890000,346.000000,0.841200,3.291200,2.066200,2.450000,0.007222,0.004952,0.066889
CH4,Blount 1982,478.540000,205.390000,343.000000,0.841200,4.567900,2.704550,3.726700,0.007222,0.003793,0.075046
CH4,Blount 1982,477.400000,204.250000,349.000000,0.841200,5.843100,3.342150,5.001900,0.007222,0.003211,0.070377
CH4,Blount 1982,479.150000,206.000000,245.500000,0.831800,3.291200,2.061500,2.459400,0.005614,0.003947,0.062212
CH4,Blount 1982,478.510000,205.360000,243.500000,0.831800,4.446200,2.639000,3.614400,0.005614,0.002938,0.077806
CH4,Blount 1982,477.510000,204.360000,249.500000,0.831800,5.477400,3.154600,4.645600,0.005614,0.002613,0.071494
CH4,Blount 1982,479.150000,206.000000,146.000000,0.831800,3.291200,2.061500,2.459400,0.003731,0.003033,0.036575
CH4,Blount 1982,479.540000,206.390000,1543.000000,3.291200,4.829500,4.060350,1.538300,0.009212,0.007876,0.044236
CH4,Blount 1982,478.650000,205.500000,1542.000000,3.291200,6.659400,4.975300,3.368200,0.009212,0.007659,0.023806
CH4,Blount 1982,479.540000,206.390000,1543.500000,3.291200,4.829500,4.060350,1.538300,0.009396,0.007876,0.049819
CH4,Blount 1982,478.650000,205.500000,1542.500000,3.291200,6.659400,4.975300,3.368200,0.009396,0.007659,0.026356
CH4,Blount 1982,479.400000,206.250000,1312.500000,3.291200,4.829500,4.060350,1.538300,0.008875,0.007810,0.036090
CH4,Blount 1982,479.400000,206.250000,1308.000000,3.291200,4.691100,3.991150,1.399900,0.008875,0.007746,0.042211
CH4,Blount 1982,478.650000,205.500000,1317.500000,3.291200,6.659400,4.975300,3.368200,0.008875,0.006909,0.032288
CH4,Blount 1982,478.650000,205.500000,1317.500000,3.291200,6.643100,4.967150,3.351900,0.008875,0.007494,0.021914
CH4,Blount 1982,479.540000,206.390000,1089.500000,3.291200,4.597900,3.944550,1.306700,0.008522,0.006946,0.067963
CH4,Blount 1982,478.650000,205.500000,1111.500000,3.291200,6.659400,4.975300,3.368200,0.008522,0.006909,0.027055
CH4,Blount 1982,479.430000,206.280000,901.000000,3.291200,4.589700,3.940450,1.298500,0.008062,0.005897,0.104591
