Gas,Source,T_K,T_C,P_bar,m_low,m_high,m_avg,dm,x_low,x_high,ks_data
CH4,Blount 1982,372.650000,99.500000,144.000000,2.005900,4.905000,3.455450,2.899100,0.001418,0.001091,0.039271
CH4,Blount 1982,373.540000,100.390000,141.500000,2.005900,7.087700,4.546800,5.081800,0.001418,0.000940,0.035135
CH4,Blount 1982,372.870000,99.720000,1527.500000,3.402900,5.014900,4.208900,1.612000,0.004185,0.003014,0.088432
CH4,Blount 1982,373.400000,100.250000,1519.000000,3.402900,7.050500,5.226700,3.647600,0.004185,0.002278,0.072415
CH4,Blount 1982,372.760000,99.610000,1536.500000,3.402900,5.014900,4.208900,1.612000,0.004263,0.003014,0.093407
CH4,Blount 1982,373.290000,100.140000,1528.000000,3.402900,7.050500,5.226700,3.647600,0.004263,0.002278,0.074614
CH4,Blount 1982,373.150000,100.000000,1313.000000,3.402900,7.050500,5.226700,3.647600,0.003828,0.002516,0.049967
CH4,Blount 1982,372.370000,99.220000,1092.000000,3.402900,5.014900,4.208900,1.612000,0.003610,0.003098,0.041207
CH4,Blount 1982,373.010000,99.860000,1108.500000,3.402900,7.050500,5.226700,3.647600,0.003610,0.001911,0.075734
CH4,Blount 1982,372.620000,99.470000,917.000000,3.402900,5.014900,4.208900,1.612000,0.003174,0.002476,0.066908
CH4,Blount 1982,373.260000,100.110000,909.500000,3.402900,7.050500,5.226700,3.647600,0.003174,0.002040,0.052631
CH4,Blount 1982,373.620000,100.470000,913.000000,3.402900,7.087700,5.245300,3.684800,0.003174,0.001969,0.056275
CH4,Blount 1982,372.620000,99.470000,913.000000,3.334800,5.014900,4.174850,1.680100,0.003520,0.002476,0.090942
CH4,Blount 1982,373.260000,100.110000,905.500000,3.334800,7.050500,5.192650,3.715700,0.003520,0.002040,0.063760
CH4,Blount 1982,373.620000,100.470000,909.000000,3.334800,7.087700,5.211250,3.752900,0.003520,0.001969,0.067227
CH4,Blount 1982,372.620000,99.470000,919.000000,3.334800,5.014900,4.174850,1.680100,0.003520,0.002476,0.090942
CH4,Blount 1982,373.260000,100.110000,911.500000,3.334800,7.050500,5.192650,3.715700,0.003520,0.002040,0.063760
CH4,Blount 1982,373.620000,100.470000,915.000000,3.334800,7.087700,5.211250,3.752900,0.003520,0.001969,0.067227
CH4,Blount 1982,372.260000,99.110000,680.500000,3.361500,5.014900,4.188200,1.653400,0.002747,0.002191,0.059403
CH4,Blount 1982,373.260000,100.110000,697.500000,3.361500,7.087700,5.224600,3.726200,0.002747,0.002061,0.033487
CH4,Blount 1982,372.650000,99.500000,675.000000,3.334800,5.014900,4.174850,1.680100,0.003194,0.002191,0.097430
CH4,Blount 1982,373.650000,100.500000,692.000000,3.334800,7.087700,5.211250,3.752900,0.003194,0.002061,0.050696
CH4,Blount 1982,372.760000,99.610000,678.500000,3.334800,5.014900,4.174850,1.680100,0.002728,0.002191,0.056664
CH4,Blount 1982,373.760000,100.610000,695.500000,3.334800,7.087700,5.211250,3.752900,0.002728,0.002061,0.032446
CH4,Blount 1982,372.345000,99.195000,499.500000,3.361500,4.944300,4.152900,1.582800,0.002405,0.001915,0.062513
CH4,Blount 1982,373.235000,100.085000,496.500000,3.361500,7.087700,5.224600,3.726200,0.002405,0.001602,0.047355
CH4,Blount 1982,372.040000,98.890000,496.000000,3.334800,4.944300,4.139550,1.609500,0.002697,0.001915,0.092397
CH4,Blount 1982,372.930000,99.780000,493.000000,3.334800,7.087700,5.211250,3.752900,0.002697,0.001602,0.060278
CH4,Blount 1982,372.510000,99.360000,493.500000,3.334800,4.944300,4.139550,1.609500,0.002557,0.001915,0.078013
CH4,Blount 1982,373.400000,100.250000,490.500000,3.334800,7.087700,5.211250,3.752900,0.002557,0.001602,0.054110
CH4,Blount 1982,372.620000,99.470000,347.000000,3.334800,4.944300,4.139550,1.609500,0.002262,0.002016,0.031067
CH4,Blount 1982,373.510000,100.360000,351.500000,3.334800,7.087700,5.211250,3.752900,0.002262,0.001418,0.054043
CH4,Blount 1982,373.290000,100.140000,138.500000,3.334800,7.087700,5.211250,3.752900,0.001343,0.000940,0.041288
CH4,Blount 1982,373.400000,100.250000,1540.500000,5.014900,7.050500,6.032700,2.035600,0.003014,0.002278,0.059732
CH4,Blount 1982,373.400000,100.250000,1539.500000,5.014900,7.050500,6.032700,2.035600,0.003484,0.002278,0.090649
CH4,Blount 1982,373.260000,100.110000,1080.500000,5.014900,7.050500,6.032700,2.035600,0.002980,0.001911,0.094791
CH4,Blount 1982,373.010000,99.860000,1086.500000,5.014900,7.050500,6.032700,2.035600,0.003098,0.001911,0.103076
CH4,Blount 1982,373.150000,100.000000,1113.500000,5.014900,7.050500,6.032700,2.035600,0.002846,0.001911,0.084975
CH4,Blount 1982,373.010000,99.860000,1115.500000,5.014900,7.050500,6.032700,2.035600,0.002695,0.001911,0.073344
CH4,Blount 1982,373.010000,99.860000,908.500000,5.014900,7.050500,6.032700,2.035600,0.002476,0.002040,0.041325
CH4,Blount 1982,373.370000,100.220000,912.000000,5.014900,7.087700,6.051300,2.072800,0.002476,0.001969,0.048005
CH4,Blount 1982,373.010000,99.860000,916.500000,5.014900,7.050500,6.032700,2.035600,0.002375,0.002040,0.032439
CH4,Blount 1982,373.370000,100.220000,920.000000,5.014900,7.087700,6.051300,2.072800,0.002375,0.001969,0.039279
CH4,Blount 1982,373.260000,100.110000,704.000000,5.014900,7.087700,6.051300,2.072800,0.002056,0.002061,-0.000509
CH4,Blount 1982,373.040000,99.890000,499.000000,4.944300,7.087700,6.016000,2.143400,0.001915,0.001602,0.036160
CH4,Blount 1982,373.260000,100.110000,352.500000,4.944300,7.087700,6.016000,2.143400,0.002016,0.001418,0.071295
CH4,Blount 1982,373.150000,100.000000,363.500000,4.905000,7.087700,5.996350,2.182700,0.001678,0.001418,0.033498
CH4,Blount 1982,373.260000,100.110000,364.500000,4.905000,7.087700,5.996350,2.182700,0.001443,0.001418,0.003477
CH4,Blount 1982,373.370000,100.220000,249.000000,4.905000,7.087700,5.996350,2.182700,0.001359,0.001087,0.044436
CH4,Blount 1982,373.370000,100.220000,248.000000,4.905000,7.087700,5.996350,2.182700,0.001359,0.001087,0.044436
CH4,Blount 1982,373.040000,99.890000,143.500000,4.905000,7.087700,5.996350,2.182700,0.001091,0.000940,0.029641
CH4,Blount 1982,407.540000,134.390000,1552.500000,0.055100,3.334800,1.694950,3.279700,0.007932,0.005550,0.047288
CH4,Blount 1982,407.540000,134.390000,1543.500000,0.055100,3.291200,1.673150,3.236100,0.007932,0.005276,0.054720
CH4,Blount 1982,407.790000,134.640000,1556.000000,0.055100,7.108000,3.581550,7.052900,0.007932,0.003970,0.042620
CH4,Blount 1982,407.790000,134.640000,1556.000000,0.055100,7.104600,3.579850,7.049500,0.007932,0.003970,0.042640
CH4,Blount 1982,407.540000,134.390000,1317.500000,0.055100,2.027200,1.041150,1.972100,0.007829,0.005322,0.085001
CH4,Blount 1982,407.790000,134.640000,1318.500000,0.055100,2.005900,1.030500,1.950800,0.007829,0.005345,0.084970
CH4,Blount 1982,407.540000,134.390000,1318.000000,0.055100,3.291200,1.673150,3.236100,0.007829,0.005338,0.051398
CH4,Blount 1982,407.540000,134.390000,1320.000000,0.055100,4.921800,2.488450,4.866700,0.007829,0.004103,0.057658
CH4,Blount 1982,407.180000,134.030000,1319.500000,0.055100,5.020600,2.537850,4.965500,0.007829,0.003954,0.059746
CH4,Blount 1982,407.180000,134.030000,1319.500000,0.055100,5.014900,2.535000,4.959800,0.007829,0.003718,0.065204
CH4,Blount 1982,407.790000,134.640000,1324.500000,0.055100,7.104600,3.579850,7.049500,0.007829,0.003549,0.048741
CH4,Blount 1982,407.650000,134.500000,1318.000000,0.055100,2.027200,1.041150,1.972100,0.007387,0.005322,0.072204
CH4,Blount 1982,407.900000,134.750000,1319.000000,0.055100,2.005900,1.030500,1.950800,0.007387,0.005345,0.072032
CH4,Blount 1982,407.650000,134.500000,1318.500000,0.055100,3.291200,1.673150,3.236100,0.007387,0.005338,0.043599
CH4,Blount 1982,407.650000,134.500000,1320.500000,0.055100,4.921800,2.488450,4.866700,0.007387,0.004103,0.052472
CH4,Blount 1982,407.290000,134.140000,1320.000000,0.055100,5.020600,2.537850,4.965500,0.007387,0.003954,0.054663
CH4,Blount 1982,407.290000,134.140000,1320.000000,0.055100,5.014900,2.535000,4.959800,0.007387,0.003718,0.060115
CH4,Blount 1982,407.900000,134.750000,1325.000000,0.055100,7.104600,3.579850,7.049500,0.007387,0.003549,0.045161
CH4,Blount 1982,407.540000,134.390000,1114.000000,0.055100,0.922500,0.488800,0.867400,0.007023,0.006721,0.022007
CH4,Blount 1982,407.540000,134.390000,1119.000000,0.055100,2.027200,1.041150,1.972100,0.007023,0.004727,0.087185
CH4,Blount 1982,408.040000,134.890000,1107.500000,0.055100,2.005900,1.030500,1.950800,0.007023,0.004939,0.078370
CH4,Blount 1982,407.540000,134.390000,1115.000000,0.055100,3.267100,1.661100,3.212000,0.007023,0.004807,0.051260
CH4,Blount 1982,407.180000,134.030000,1111.000000,0.055100,5.000800,2.527950,4.945700,0.007023,0.003766,0.054723
CH4,Blount 1982,407.180000,134.030000,1112.000000,0.055100,4.961200,2.508150,4.906100,0.007023,0.003994,0.049961
CH4,Blount 1982,407.790000,134.640000,1119.000000,0.055100,7.080900,3.568000,7.025800,0.007023,0.003472,0.043546
CH4,Blount 1982,407.650000,134.500000,907.500000,0.055100,0.922500,0.488800,0.867400,0.006228,0.005545,0.058159
CH4,Blount 1982,407.790000,134.640000,908.000000,0.055100,2.027200,1.041150,1.972100,0.006228,0.004611,0.066200
CH4,Blount 1982,408.205000,135.055000,903.000000,0.055100,2.005900,1.030500,1.950800,0.006228,0.004301,0.082417
CH4,Blount 1982,407.900000,134.750000,910.000000,0.055100,3.334800,1.694950,3.279700,0.006228,0.004048,0.057050
CH4,Blount 1982,407.790000,134.640000,897.000000,0.055100,3.267100,1.661100,3.212000,0.006228,0.004267,0.051129
CH4,Blount 1982,407.290000,134.140000,903.000000,0.055100,4.952800,2.503950,4.897700,0.006228,0.003273,0.057048
CH4,Blount 1982,408.290000,135.140000,904.500000,0.055100,7.053900,3.554500,6.998800,0.006228,0.002864,0.048205
CH4,Blount 1982,407.510000,134.360000,714.500000,0.055100,0.922500,0.488800,0.867400,0.005876,0.005080,0.072882
CH4,Blount 1982,408.150000,135.000000,714.000000,0.055100,2.027200,1.041150,1.972100,0.005876,0.004480,0.059735
CH4,Blount 1982,407.900000,134.750000,710.500000,0.055100,3.334800,1.694950,3.279700,0.005876,0.003862,0.055575
CH4,Blount 1982,407.790000,134.640000,708.500000,0.055100,3.267100,1.661100,3.212000,0.005876,0.004220,0.044760
CH4,Blount 1982,407.290000,134.140000,705.500000,0.055100,4.905000,2.480050,4.849900,0.005876,0.003583,0.044297
CH4,Blount 1982,407.290000,134.140000,706.000000,0.055100,4.874200,2.464650,4.819100,0.005876,0.003495,0.046821
CH4,Blount 1982,407.290000,134.140000,706.500000,0.055100,4.837900,2.446500,4.782800,0.005876,0.003540,0.046015
CH4,Blount 1982,407.290000,134.140000,707.000000,0.055100,4.798900,2.427000,4.743800,0.005876,0.003151,0.057050
CH4,Blount 1982,408.400000,135.250000,709.000000,0.055100,7.033700,3.544400,6.978600,0.005876,0.002533,0.052367
CH4,Blount 1982,407.260000,134.110000,714.000000,0.055100,0.922500,0.488800,0.867400,0.005668,0.005080,0.054838
CH4,Blount 1982,407.900000,134.750000,713.500000,0.055100,2.027200,1.041150,1.972100,0.005668,0.004480,0.051799
CH4,Blount 1982,407.650000,134.500000,710.000000,0.055100,3.334800,1.694950,3.279700,0.005668,0.003862,0.050803
CH4,Blount 1982,407.540000,134.390000,708.000000,0.055100,3.267100,1.661100,3.212000,0.005668,0.004220,0.039887
CH4,Blount 1982,407.040000,133.890000,705.000000,0.055100,4.905000,2.480050,4.849900,0.005668,0.003583,0.041070
CH4,Blount 1982,407.040000,133.890000,705.500000,0.055100,4.874200,2.464650,4.819100,0.005668,0.003495,0.043573
CH4,Blount 1982,407.040000,133.890000,706.000000,0.055100,4.837900,2.446500,4.782800,0.005668,0.003540,0.042742
CH4,Blount 1982,407.040000,133.890000,706.500000,0.055100,4.798900,2.427000,4.743800,0.005668,0.003151,0.053750
CH4,Blount 1982,408.150000,135.000000,708.500000,0.055100,7.033700,3.544400,6.978600,0.005668,0.002533,0.050124
CH4,Blount 1982,407.180000,134.030000,491.500000,0.055100,0.922500,0.488800,0.867400,0.004453,0.004052,0.047248
CH4,Blount 1982,407.540000,134.390000,498.000000,0.055100,2.027200,1.041150,1.972100,0.004453,0.003680,0.041988
CH4,Blount 1982,408.400000,135.250000,491.000000,0.055100,2.048600,1.051850,1.993500,0.004453,0.003320,0.063965
CH4,Blount 1982,407.790000,134.640000,495.000000,0.055100,3.267100,1.661100,3.212000,0.004453,0.002983,0.054172
CH4,Blount 1982,407.430000,134.280000,495.000000,0.055100,4.762800,2.408950,4.707700,0.004453,0.002731,0.045103
CH4,Blount 1982,407.040000,133.890000,497.000000,0.055100,4.921800,2.488450,4.866700,0.004453,0.002667,0.045746
CH4,Blount 1982,408.290000,135.140000,495.500000,0.055100,7.003500,3.529300,6.948400,0.004453,0.002127,0.046181
CH4,Blount 1982,406.930000,133.780000,493.000000,0.055100,0.922500,0.488800,0.867400,0.004335,0.004052,0.033802
CH4,Blount 1982,407.290000,134.140000,499.500000,0.055100,2.027200,1.041150,1.972100,0.004335,0.003680,0.036074
CH4,Blount 1982,408.150000,135.000000,492.500000,0.055100,2.048600,1.051850,1.993500,0.004335,0.003320,0.058114
CH4,Blount 1982,407.540000,134.390000,496.500000,0.055100,3.267100,1.661100,3.212000,0.004335,0.002983,0.050540
CH4,Blount 1982,407.180000,134.030000,496.500000,0.055100,4.762800,2.408950,4.707700,0.004335,0.002731,0.042625
CH4,Blount 1982,406.790000,133.640000,498.500000,0.055100,4.921800,2.488450,4.866700,0.004335,0.002667,0.043349
CH4,Blount 1982,408.040000,134.890000,497.000000,0.055100,7.003500,3.529300,6.948400,0.004335,0.002127,0.044503
CH4,Blount 1982,407.510000,134.360000,519.000000,0.055100,2.027200,1.041150,1.972100,0.004701,0.003782,0.047903
CH4,Blount 1982,407.290000,134.140000,352.000000,0.055100,0.922500,0.488800,0.867400,0.004021,0.003282,0.101678
CH4,Blount 1982,407.760000,134.610000,359.500000,0.055100,2.027200,1.041150,1.972100,0.004021,0.002777,0.081516
CH4,Blount 1982,408.510000,135.360000,350.500000,0.055100,2.048600,1.051850,1.993500,0.004021,0.002839,0.075831
CH4,Blount 1982,408.040000,134.890000,355.500000,0.055100,3.257400,1.656250,3.202300,0.004021,0.002532,0.062727
CH4,Blount 1982,407.400000,134.250000,347.500000,0.055100,4.921800,2.488450,4.866700,0.004021,0.002081,0.058779
CH4,Blount 1982,408.290000,135.140000,355.500000,0.055100,6.983400,3.519250,6.928300,0.004021,0.001741,0.052471
CH4,Blount 1982,407.040000,133.890000,352.500000,0.055100,0.922500,0.488800,0.867400,0.003707,0.003282,0.060968
CH4,Blount 1982,407.510000,134.360000,360.000000,0.055100,2.027200,1.041150,1.972100,0.003707,0.002777,0.063611
CH4,Blount 1982,408.260000,135.110000,351.000000,0.055100,2.048600,1.051850,1.993500,0.003707,0.002839,0.058117
CH4,Blount 1982,407.790000,134.640000,356.000000,0.055100,3.257400,1.656250,3.202300,0.003707,0.002532,0.051700
CH4,Blount 1982,407.150000,134.000000,348.000000,0.055100,4.921800,2.488450,4.866700,0.003707,0.002081,0.051524
CH4,Blount 1982,408.040000,134.890000,356.000000,0.055100,6.983400,3.519250,6.928300,0.003707,0.001741,0.047374
CH4,Blount 1982,407.180000,134.030000,351.500000,0.055100,0.922500,0.488800,0.867400,0.003759,0.003282,0.067943
CH4,Blount 1982,407.650000,134.500000,359.000000,0.055100,2.027200,1.041150,1.972100,0.003759,0.002777,0.066678
CH4,Blount 1982,408.400000,135.250000,350.000000,0.055100,2.048600,1.051850,1.993500,0.003759,0.002839,0.061152
CH4,Blount 1982,407.930000,134.780000,355.000000,0.055100,3.257400,1.656250,3.202300,0.003759,0.002532,0.053589
CH4,Blount 1982,407.290000,134.140000,347.000000,0.055100,4.921800,2.488450,4.866700,0.003759,0.002081,0.052767
CH4,Blount 1982,408.180000,135.030000,355.000000,0.055100,6.983400,3.519250,6.928300,0.003759,0.001741,0.048248
CH4,Blount 1982,407.040000,133.890000,248.000000,0.055100,0.922500,0.488800,0.867400,0.003091,0.002760,0.056710
CH4,Blount 1982,407.400000,134.250000,249.000000,0.055100,2.027200,1.041150,1.972100,0.003091,0.002442,0.051901
CH4,Blount 1982,408.150000,135.000000,252.000000,0.055100,2.048600,1.051850,1.993500,0.003091,0.002269,0.067351
CH4,Blount 1982,407.650000,134.500000,248.000000,0.055100,3.243000,1.649050,3.187900,0.003091,0.001911,0.065510
CH4,Blount 1982,407.510000,134.360000,250.000000,0.055100,3.344500,1.699800,3.289400,0.003091,0.001936,0.061772
CH4,Blount 1982,407.290000,134.140000,249.000000,0.055100,4.905000,2.480050,4.849900,0.003091,0.001527,0.063148
CH4,Blount 1982,407.900000,134.750000,151.500000,0.055100,3.344500,1.699800,3.289400,0.002422,0.001468,0.066106
CH4,Blount 1982,407.540000,134.390000,152.500000,0.055100,4.891000,2.473050,4.835900,0.002422,0.001191,0.063745
CH4,Blount 1982,407.540000,134.390000,152.500000,0.055100,4.874200,2.464650,4.819100,0.002422,0.001508,0.042699
CH4,Blount 1982,408.400000,135.250000,155.500000,0.055100,6.800500,3.427800,6.745400,0.002422,0.001147,0.048123
CH4,Blount 1982,408.150000,135.000000,1117.000000,0.922500,2.027200,1.474850,1.104700,0.006721,0.004727,0.138362
CH4,Blount 1982,408.650000,135.500000,1105.500000,0.922500,2.005900,1.464200,1.083400,0.006721,0.004939,0.123495
CH4,Blount 1982,408.150000,135.000000,1113.000000,0.922500,3.267100,2.094800,2.344600,0.006721,0.004807,0.062083
CH4,Blount 1982,407.790000,134.640000,1109.000000,0.922500,5.000800,2.961650,4.078300,0.006721,0.003766,0.061681
CH4,Blount 1982,407.790000,134.640000,1110.000000,0.922500,4.961200,2.941850,4.038700,0.006721,0.003994,0.055965
CH4,Blount 1982,408.400000,135.250000,1117.000000,0.922500,7.080900,4.001700,6.158400,0.006721,0.003472,0.046579
CH4,Blount 1982,408.010000,134.860000,1119.000000,0.922500,2.027200,1.474850,1.104700,0.006284,0.004727,0.111931
CH4,Blount 1982,408.510000,135.360000,1107.500000,0.922500,2.005900,1.464200,1.083400,0.006284,0.004939,0.096545
CH4,Blount 1982,408.010000,134.860000,1115.000000,0.922500,3.267100,2.094800,2.344600,0.006284,0.004807,0.049630
CH4,Blount 1982,407.650000,134.500000,1111.000000,0.922500,5.000800,2.961650,4.078300,0.006284,0.003766,0.054522
CH4,Blount 1982,407.650000,134.500000,1112.000000,0.922500,4.961200,2.941850,4.038700,0.006284,0.003994,0.048736
CH4,Blount 1982,408.260000,135.110000,1119.000000,0.922500,7.080900,4.001700,6.158400,0.006284,0.003472,0.041838
CH4,Blount 1982,408.290000,135.140000,907.500000,0.922500,2.027200,1.474850,1.104700,0.005545,0.004611,0.072514
CH4,Blount 1982,408.705000,135.555000,902.500000,0.922500,2.005900,1.464200,1.083400,0.005545,0.004301,0.101839
CH4,Blount 1982,408.400000,135.250000,909.500000,0.922500,3.334800,2.128650,2.412300,0.005545,0.004048,0.056652
CH4,Blount 1982,408.290000,135.140000,896.500000,0.922500,3.267100,2.094800,2.344600,0.005545,0.004267,0.048528
CH4,Blount 1982,407.790000,134.640000,902.500000,0.922500,4.952800,2.937650,4.030300,0.005545,0.003273,0.056809
CH4,Blount 1982,408.790000,135.640000,904.000000,0.922500,7.053900,3.988200,6.131400,0.005545,0.002864,0.046797
CH4,Blount 1982,408.290000,135.140000,910.500000,0.922500,2.027200,1.474850,1.104700,0.005682,0.004611,0.082109
CH4,Blount 1982,408.705000,135.555000,905.500000,0.922500,2.005900,1.464200,1.083400,0.005682,0.004301,0.111622
CH4,Blount 1982,408.400000,135.250000,912.500000,0.922500,3.334800,2.128650,2.412300,0.005682,0.004048,0.061046
CH4,Blount 1982,408.290000,135.140000,899.500000,0.922500,3.267100,2.094800,2.344600,0.005682,0.004267,0.053049
CH4,Blount 1982,407.790000,134.640000,905.500000,0.922500,4.952800,2.937650,4.030300,0.005682,0.003273,0.059439
CH4,Blount 1982,408.790000,135.640000,907.000000,0.922500,7.053900,3.988200,6.131400,0.005682,0.002864,0.048525
CH4,Blount 1982,408.510000,135.360000,711.500000,0.922500,2.027200,1.474850,1.104700,0.005080,0.004480,0.049412
CH4,Blount 1982,408.260000,135.110000,708.000000,0.922500,3.334800,2.128650,2.412300,0.005080,0.003862,0.049352
CH4,Blount 1982,408.150000,135.000000,706.000000,0.922500,3.267100,2.094800,2.344600,0.005080,0.004220,0.034356
CH4,Blount 1982,407.650000,134.500000,703.000000,0.922500,4.905000,2.913750,3.982500,0.005080,0.003583,0.038071
CH4,Blount 1982,407.650000,134.500000,703.500000,0.922500,4.874200,2.898350,3.951700,0.005080,0.003495,0.041100
CH4,Blount 1982,407.650000,134.500000,704.000000,0.922500,4.837900,2.880200,3.915400,0.005080,0.003540,0.040062
CH4,Blount 1982,407.650000,134.500000,704.500000,0.922500,4.798900,2.860700,3.876400,0.005080,0.003151,0.053507
CH4,Blount 1982,408.760000,135.610000,706.500000,0.922500,7.033700,3.978100,6.111200,0.005080,0.002533,0.049455
CH4,Blount 1982,407.290000,134.140000,491.500000,0.922500,2.027200,1.474850,1.104700,0.004052,0.003680,0.037858
CH4,Blount 1982,408.150000,135.000000,484.500000,0.922500,2.048600,1.485550,1.126100,0.004052,0.003320,0.076842
CH4,Blount 1982,407.540000,134.390000,488.500000,0.922500,3.267100,2.094800,2.344600,0.004052,0.002983,0.056733
CH4,Blount 1982,407.180000,134.030000,488.500000,0.922500,4.762800,2.842650,3.840300,0.004052,0.002731,0.044618
CH4,Blount 1982,406.790000,133.640000,490.500000,0.922500,4.921800,2.922150,3.999300,0.004052,0.002667,0.045420
CH4,Blount 1982,408.040000,134.890000,489.000000,0.922500,7.003500,3.963000,6.081000,0.004052,0.002127,0.046029
CH4,Blount 1982,407.065000,133.915000,491.500000,0.922500,2.027200,1.474850,1.104700,0.003969,0.003680,0.029721
CH4,Blount 1982,407.925000,134.775000,484.500000,0.922500,2.048600,1.485550,1.126100,0.003969,0.003320,0.068860
CH4,Blount 1982,407.315000,134.165000,488.500000,0.922500,3.267100,2.094800,2.344600,0.003969,0.002983,0.052899
CH4,Blount 1982,406.955000,133.805000,488.500000,0.922500,4.762800,2.842650,3.840300,0.003969,0.002731,0.042278
CH4,Blount 1982,406.565000,133.415000,490.500000,0.922500,4.921800,2.922150,3.999300,0.003969,0.002667,0.043172
CH4,Blount 1982,407.815000,134.665000,489.000000,0.922500,7.003500,3.963000,6.081000,0.003969,0.002127,0.044551
CH4,Blount 1982,407.400000,134.250000,356.500000,0.922500,2.027200,1.474850,1.104700,0.003282,0.002777,0.065685
CH4,Blount 1982,408.150000,135.000000,347.500000,0.922500,2.048600,1.485550,1.126100,0.003282,0.002839,0.055921
CH4,Blount 1982,407.680000,134.530000,352.500000,0.922500,3.257400,2.089950,2.334900,0.003282,0.002532,0.048257
CH4,Blount 1982,407.180000,134.030000,342.500000,0.922500,4.921800,2.922150,3.999300,0.003282,0.002382,0.034805
CH4,Blount 1982,407.930000,134.780000,352.500000,0.922500,6.983400,3.952950,6.060900,0.003282,0.001741,0.045429
CH4,Blount 1982,407.290000,134.140000,247.000000,0.922500,2.027200,1.474850,1.104700,0.002760,0.002442,0.048125
CH4,Blount 1982,408.040000,134.890000,250.000000,0.922500,2.048600,1.485550,1.126100,0.002760,0.002269,0.075548
CH4,Blount 1982,407.540000,134.390000,246.000000,0.922500,3.243000,2.082750,2.320500,0.002760,0.001911,0.068799
CH4,Blount 1982,407.400000,134.250000,248.000000,0.922500,3.344500,2.133500,2.422000,0.002760,0.001936,0.063585
CH4,Blount 1982,407.180000,134.030000,247.000000,0.922500,4.905000,2.913750,3.982500,0.002760,0.001527,0.064550
CH4,Blount 1982,407.955000,134.805000,139.000000,0.922500,2.044300,1.483400,1.121800,0.001823,0.001640,0.040955
CH4,Blount 1982,408.150000,135.000000,1311.500000,2.027200,3.291200,2.659200,1.264000,0.005322,0.005338,-0.001031
CH4,Blount 1982,408.150000,135.000000,1313.500000,2.027200,4.921800,3.474500,2.894600,0.005322,0.004103,0.039029
CH4,Blount 1982,407.790000,134.640000,1313.000000,2.027200,5.020600,3.523900,2.993400,0.005322,0.003954,0.043108
CH4,Blount 1982,407.790000,134.640000,1313.000000,2.027200,5.014900,3.521050,2.987700,0.005322,0.003718,0.052136
CH4,Blount 1982,408.400000,135.250000,1318.000000,2.027200,7.104600,4.565900,5.077400,0.005322,0.003549,0.034657
CH4,Blount 1982,408.150000,135.000000,1118.000000,2.027200,3.267100,2.647150,1.239900,0.004727,0.004807,-0.005878
CH4,Blount 1982,407.790000,134.640000,1114.000000,2.027200,5.000800,3.514000,2.973600,0.004727,0.003766,0.033194
CH4,Blount 1982,407.790000,134.640000,1115.000000,2.027200,4.961200,3.494200,2.934000,0.004727,0.003994,0.024941
CH4,Blount 1982,408.400000,135.250000,1122.000000,2.027200,7.080900,4.554050,5.053700,0.004727,0.003472,0.026516
CH4,Blount 1982,408.150000,135.000000,1114.000000,2.027200,3.267100,2.647150,1.239900,0.004973,0.004807,0.011892
CH4,Blount 1982,407.790000,134.640000,1110.000000,2.027200,5.000800,3.514000,2.973600,0.004973,0.003766,0.040603
CH4,Blount 1982,407.790000,134.640000,1111.000000,2.027200,4.961200,3.494200,2.934000,0.004973,0.003994,0.032451
CH4,Blount 1982,408.400000,135.250000,1118.000000,2.027200,7.080900,4.554050,5.053700,0.004973,0.003472,0.030876
CH4,Blount 1982,408.150000,135.000000,1113.000000,2.027200,3.267100,2.647150,1.239900,0.005597,0.004807,0.053296
CH4,Blount 1982,407.790000,134.640000,1109.000000,2.027200,5.000800,3.514000,2.973600,0.005597,0.003766,0.057868
CH4,Blount 1982,407.790000,134.640000,1110.000000,2.027200,4.961200,3.494200,2.934000,0.005597,0.003994,0.049948
CH4,Blount 1982,408.400000,135.250000,1117.000000,2.027200,7.080900,4.554050,5.053700,0.005597,0.003472,0.041034
CH4,Blount 1982,408.540000,135.390000,910.000000,2.027200,3.334800,2.681000,1.307600,0.004611,0.004048,0.043251
CH4,Blount 1982,408.430000,135.280000,897.000000,2.027200,3.267100,2.647150,1.239900,0.004611,0.004267,0.027157
CH4,Blount 1982,407.930000,134.780000,903.000000,2.027200,4.952800,3.490000,2.925600,0.004611,0.003273,0.050878
CH4,Blount 1982,408.930000,135.780000,904.500000,2.027200,7.053900,4.540550,5.026700,0.004611,0.002864,0.041145
CH4,Blount 1982,407.900000,134.750000,917.000000,2.027200,3.334800,2.681000,1.307600,0.004320,0.004048,0.021599
CH4,Blount 1982,407.790000,134.640000,904.000000,2.027200,3.267100,2.647150,1.239900,0.004320,0.004267,0.004324
CH4,Blount 1982,407.290000,134.140000,910.000000,2.027200,4.952800,3.490000,2.925600,0.004320,0.003273,0.041201
CH4,Blount 1982,408.290000,135.140000,911.500000,2.027200,7.053900,4.540550,5.026700,0.004320,0.002864,0.035513
CH4,Blount 1982,408.260000,135.110000,907.500000,2.027200,3.334800,2.681000,1.307600,0.004364,0.004048,0.024965
CH4,Blount 1982,408.150000,135.000000,894.500000,2.027200,3.267100,2.647150,1.239900,0.004364,0.004267,0.007873
CH4,Blount 1982,407.650000,134.500000,900.500000,2.027200,4.952800,3.490000,2.925600,0.004364,0.003273,0.042705
