Gas,Source,T_K,T_C,P_Pa,P_bar,x_gas_exp,y_H2O_exp,kij_AQ,kij_AQ_conv,kij_NA,kij_NA_conv
CH4,Culberson 1951,410.93,137.78,34301000,343.01,3.805000e-03,,-0.012891,True,,False
CH4,Culberson 1951,410.93,137.78,44988000,449.88,4.490000e-03,,-0.012392,True,,False
CH4,Culberson 1951,410.93,137.78,57019000,570.19,5.180000e-03,,-0.013502,True,,False
CH4,Culberson 1951,410.93,137.78,67809000,678.09,5.740000e-03,,-0.015078,True,,False
CH4,Culberson 1951,444.26,171.11,2227000,22.27,3.230000e-04,,0.128166,True,,False
CH4,Culberson 1951,444.26,171.11,3275000,32.75,5.350000e-04,,0.102350,True,,False
CH4,Culberson 1951,444.26,171.11,4564000,45.64,7.890000e-04,,0.088016,True,,False
CH4,Culberson 1951,444.26,171.11,6543000,65.43,1.150000e-03,,0.079689,True,,False
CH4,Culberson 1951,444.26,171.11,9377000,93.77,1.725000e-03,,0.063959,True,,False
CH4,Culberson 1951,444.26,171.11,13238000,132.38,2.355000e-03,,0.061147,True,,False
CH4,Culberson 1951,444.26,171.11,17788000,177.88,3.025000e-03,,0.059434,True,,False
CH4,Culberson 1951,444.26,171.11,24683000,246.83,3.835000e-03,,0.061913,True,,False
CH4,Culberson 1951,444.26,171.11,34784000,347.84,4.875000e-03,,0.062056,True,,False
CH4,Culberson 1951,444.26,171.11,44988000,449.88,5.950000e-03,,0.055872,True,,False
CH4,Culberson 1951,444.26,171.11,56605000,566.05,6.800000e-03,,0.056116,True,,False
CH4,Culberson 1951,444.26,171.11,68912000,689.12,7.750000e-03,,0.051804,True,,False
CH4,O'Sullivan 1970,324.65,51.50,10133000,101.33,1.427000e-03,,-0.222639,True,,False
CH4,O'Sullivan 1970,324.65,51.50,20265000,202.65,2.279000e-03,,-0.221424,True,,False
CH4,O'Sullivan 1970,324.65,51.50,30398000,303.98,2.870000e-03,,-0.220664,True,,False
CH4,O'Sullivan 1970,324.65,51.50,40530000,405.30,3.340000e-03,,-0.220396,True,,False
CH4,O'Sullivan 1970,324.65,51.50,50663000,506.63,3.730000e-03,,-0.220106,True,,False
CH4,O'Sullivan 1970,324.65,51.50,60795000,607.95,4.090000e-03,,-0.220422,True,,False
CH4,O'Sullivan 1970,375.65,102.50,10234000,102.34,1.355000e-03,,-0.096506,True,,False
CH4,O'Sullivan 1970,375.65,102.50,20366000,203.66,2.205000e-03,,-0.090815,True,,False
CH4,O'Sullivan 1970,375.65,102.50,30600000,306.00,2.870000e-03,,-0.089600,True,,False
CH4,O'Sullivan 1970,375.65,102.50,40834000,408.34,3.330000e-03,,-0.086089,True,,False
CH4,O'Sullivan 1970,375.65,102.50,50967000,509.67,3.850000e-03,,-0.088733,True,,False
CH4,O'Sullivan 1970,375.65,102.50,61200000,612.00,4.190000e-03,,-0.087082,True,,False
CH4,O'Sullivan 1970,398.15,125.00,10436000,104.36,1.434000e-03,,-0.039589,True,,False
CH4,O'Sullivan 1970,398.15,125.00,20670000,206.70,2.321000e-03,,-0.030996,True,,False
CH4,O'Sullivan 1970,398.15,125.00,30904000,309.04,2.960000e-03,,-0.025783,True,,False
CH4,O'Sullivan 1970,398.15,125.00,41037000,410.37,3.430000e-03,,-0.021324,True,,False
CH4,O'Sullivan 1970,398.15,125.00,51372000,513.72,3.960000e-03,,-0.023345,True,,False
CH4,O'Sullivan 1970,398.15,125.00,61606000,616.06,4.300000e-03,,-0.021048,True,,False
CH4,Olds 1942,310.93,37.78,8297000,82.97,,1.278000e-03,,False,0.300939,True
CH4,Olds 1942,310.93,37.78,8616000,86.16,,1.467000e-03,,False,0.169083,True
CH4,Olds 1942,310.93,37.78,13485000,134.85,,6.710000e-04,,False,0.562742,True
CH4,Olds 1942,310.93,37.78,13716000,137.16,,6.710000e-04,,False,0.556786,True
CH4,Olds 1942,310.93,37.78,20818000,208.18,,6.450000e-04,,False,0.479882,True
CH4,Olds 1942,310.93,37.78,20862000,208.62,,6.300000e-04,,False,0.488440,True
CH4,Olds 1942,310.93,37.78,27917000,279.17,,4.230000e-04,,False,0.578480,True
CH4,Olds 1942,310.93,37.78,34664000,346.64,,5.060000e-04,,False,0.499754,True
CH4,Olds 1942,310.93,37.78,41711000,417.11,,4.840000e-04,,False,0.495122,True
CH4,Olds 1942,310.93,37.78,48521000,485.21,,4.230000e-04,,False,0.514913,True
CH4,Olds 1942,310.93,37.78,55362000,553.62,,4.270000e-04,,False,0.502130,True
CH4,Olds 1942,310.93,37.78,62344000,623.44,,4.080000e-04,,False,0.503032,True
CH4,Olds 1942,344.26,71.11,2672000,26.72,,1.335000e-02,,False,0.391151,True
CH4,Olds 1942,344.26,71.11,6289000,62.89,,6.417000e-03,,False,0.432413,True
CH4,Olds 1942,344.26,71.11,9645000,96.45,,4.503000e-03,,False,0.477243,True
CH4,Olds 1942,344.26,71.11,14399000,143.99,,3.394000e-03,,False,0.489739,True
CH4,Olds 1942,344.26,71.11,21063000,210.63,,2.721000e-03,,False,0.491990,True
CH4,Olds 1942,344.26,71.11,28205000,282.05,,2.301000e-03,,False,0.501998,True
CH4,Olds 1942,344.26,71.11,35152000,351.52,,2.128000e-03,,False,0.493842,True
CH4,Olds 1942,344.26,71.11,41793000,417.93,,1.890000e-03,,False,0.508394,True
CH4,Olds 1942,344.26,71.11,68154000,681.54,,1.692000e-03,,False,0.483022,True
CH4,Olds 1942,377.59,104.44,2987000,29.87,,4.281000e-02,,False,0.307126,True
CH4,Olds 1942,377.59,104.44,6591000,65.91,,2.069000e-02,,False,0.495543,True
CH4,Olds 1942,377.59,104.44,9315000,93.15,,1.545000e-02,,False,0.512557,True
CH4,Olds 1942,377.59,104.44,13810000,138.10,,1.120000e-02,,False,0.533793,True
CH4,Olds 1942,377.59,104.44,20923000,209.23,,8.459000e-03,,False,0.526019,True
CH4,Olds 1942,377.59,104.44,27901000,279.01,,7.123000e-03,,False,0.521953,True
CH4,Olds 1942,377.59,104.44,35411000,354.11,,6.253000e-03,,False,0.519344,True
CH4,Olds 1942,377.59,104.44,41781000,417.81,,5.788000e-03,,False,0.514631,True
CH4,Olds 1942,377.59,104.44,48260000,482.60,,5.336000e-03,,False,0.517363,True
CH4,Olds 1942,377.59,104.44,54724000,547.24,,5.238000e-03,,False,0.501669,True
CH4,Olds 1942,377.59,104.44,55879000,558.79,,4.943000e-03,,False,0.518257,True
CH4,Olds 1942,377.59,104.44,62253000,622.53,,4.882000e-03,,False,0.504699,True
CH4,Olds 1942,377.59,104.44,62330000,623.30,,4.620000e-03,,False,0.522622,True
CH4,Olds 1942,377.59,104.44,68387000,683.87,,4.722000e-03,,False,0.501185,True
CH4,Olds 1942,410.93,137.78,3406000,34.06,,1.108300e-01,,False,-0.209335,True
CH4,Olds 1942,410.93,137.78,6546000,65.46,,5.899000e-02,,False,0.359381,True
CH4,Olds 1942,410.93,137.78,9870000,98.70,,4.145000e-02,,False,0.445737,True
CH4,Olds 1942,410.93,137.78,14066000,140.66,,3.152000e-02,,False,0.465037,True
CH4,Olds 1942,410.93,137.78,28161000,281.61,,1.898000e-02,,False,0.504953,True
CH4,Olds 1942,410.93,137.78,35586000,355.86,,1.671000e-02,,False,0.497230,True
CH4,Olds 1942,410.93,137.78,42106000,421.06,,1.545000e-02,,False,0.489037,True
CH4,Olds 1942,410.93,137.78,48334000,483.34,,1.437000e-02,,False,0.488506,True
CH4,Olds 1942,410.93,137.78,55459000,554.59,,1.345000e-02,,False,0.486324,True
CH4,Olds 1942,410.93,137.78,62204000,622.04,,1.253000e-02,,False,0.491486,True
CH4,Olds 1942,410.93,137.78,68860000,688.60,,1.206000e-02,,False,0.486580,True
CH4,Olds 1942,444.26,171.11,3442000,34.42,,2.533400e-01,,False,-0.219542,True
CH4,Olds 1942,444.26,171.11,8331000,83.31,,1.093500e-01,,False,0.273163,True
CH4,Olds 1942,444.26,171.11,14237000,142.37,,7.106000e-02,,False,0.417572,True
CH4,Olds 1942,444.26,171.11,21180000,211.80,,5.362000e-02,,False,0.442459,True
CH4,Olds 1942,444.26,171.11,28159000,281.59,,4.384000e-02,,False,0.464922,True
CH4,Olds 1942,444.26,171.11,34577000,345.77,,3.835000e-02,,False,0.473055,True
CH4,Olds 1942,444.26,171.11,41871000,418.71,,3.457000e-02,,False,0.468989,True
CH4,Olds 1942,444.26,171.11,48764000,487.64,,3.154000e-02,,False,0.473400,True
CH4,Olds 1942,444.26,171.11,55756000,557.56,,2.971000e-02,,False,0.466950,True
CH4,Olds 1942,444.26,171.11,62448000,624.48,,2.765000e-02,,False,0.473107,True
CH4,Olds 1942,444.26,171.11,68874000,688.74,,2.616000e-02,,False,0.475144,True
CH4,Olds 1942,477.59,204.44,3363000,33.63,,5.555700e-01,,False,-0.841020,True
CH4,Olds 1942,477.59,204.44,6413000,64.13,,3.026700e-01,,False,-0.044374,True
CH4,Olds 1942,477.59,204.44,8826000,88.26,,2.282700e-01,,False,0.084698,True
CH4,Olds 1942,477.59,204.44,14045000,140.45,,1.541800e-01,,False,0.227433,True
CH4,Olds 1942,477.59,204.44,20791000,207.91,,1.136000e-01,,False,0.321525,True
CH4,Olds 1942,477.59,204.44,34801000,348.01,,7.961000e-02,,False,0.415382,True
CH4,Olds 1942,477.59,204.44,41431000,414.31,,7.024000e-02,,False,0.443733,True
CH4,Olds 1942,477.59,204.44,48525000,485.25,,6.519000e-02,,False,0.459444,True
CH4,Olds 1942,477.59,204.44,55674000,556.74,,6.082000e-02,,False,0.459430,True
CH4,Olds 1942,477.59,204.44,62579000,625.79,,5.630000e-02,,False,0.465083,True
CH4,Olds 1942,477.59,204.44,68733000,687.33,,5.328000e-02,,False,0.466073,True
CH4,Olds 1942,510.93,237.78,5318000,53.18,,6.545900e-01,,False,-0.743121,True
CH4,Olds 1942,510.93,237.78,9510000,95.10,,4.003300e-01,,False,0.060870,True
CH4,Olds 1942,510.93,237.78,14439000,144.39,,2.851000e-01,,False,0.288492,True
CH4,Olds 1942,510.93,237.78,21006000,210.06,,2.128700e-01,,False,0.416373,True
CH4,Olds 1942,510.93,237.78,27685000,276.85,,1.756500e-01,,False,0.442416,True
CH4,Olds 1942,510.93,237.78,35603000,356.03,,1.488900e-01,,False,0.440555,True
CH4,Olds 1942,510.93,237.78,41693000,416.93,,1.338800e-01,,False,0.445944,True
CH4,Olds 1942,510.93,237.78,48531000,485.31,,1.239100e-01,,False,0.433623,True
CH4,Olds 1942,510.93,237.78,53942000,539.42,,1.118900e-01,,False,0.461011,True
CH4,Olds 1942,510.93,237.78,62499000,624.99,,1.064100e-01,,False,0.436760,True
CH4,Price 1979,427.00,153.85,3203000,32.03,4.514000e-03,,-0.337731,True,,False
CH4,Price 1979,427.00,153.85,3540000,35.40,7.410000e-04,,-0.003907,True,,False
CH4,Price 1979,427.00,153.85,15200000,152.00,2.859000e-03,,-0.012200,True,,False
CH4,Price 1979,427.00,153.85,46820000,468.20,5.510000e-03,,0.012261,True,,False
CH4,Price 1979,427.00,153.85,67290000,672.90,6.125000e-03,,0.028086,True,,False
CH4,Price 1979,427.00,153.85,87360000,873.60,6.526000e-03,,0.038306,True,,False
CH4,Price 1979,427.00,153.85,105210000,1052.10,7.703000e-03,,0.024741,True,,False
CH4,Price 1979,427.00,153.85,125900000,1259.00,8.832000e-03,,0.014374,True,,False
CH4,Price 1979,427.00,153.85,163960000,1639.60,1.032500e-02,,0.004177,True,,False
CH4,Price 1979,479.00,205.85,5170000,51.70,1.247000e-03,,0.158217,True,,False
CH4,Price 1979,479.00,205.85,16020000,160.20,4.041000e-03,,0.120759,True,,False
CH4,Price 1979,479.00,205.85,29440000,294.40,6.309000e-03,,0.126509,True,,False
CH4,Price 1979,479.00,205.85,54630000,546.30,9.486000e-03,,0.124881,True,,False
CH4,Price 1979,479.00,205.85,94860000,948.60,1.286000e-02,,0.118712,True,,False
CH4,Price 1979,479.00,205.85,103350000,1033.50,1.527000e-02,,0.093078,True,,False
CH4,Price 1979,479.00,205.85,163070000,1630.70,1.665000e-02,,0.104292,True,,False
CH4,Price 1979,479.00,205.85,192470000,1924.70,1.881000e-02,,0.089311,True,,False
CH4,Price 1979,494.00,220.85,4020000,40.20,1.276000e-03,,0.165968,True,,False
CH4,Price 1979,494.00,220.85,36760000,367.60,8.242000e-03,,0.168279,True,,False
CH4,Price 1979,494.00,220.85,62800000,628.00,1.333000e-02,,0.134732,True,,False
CH4,Price 1979,494.00,220.85,87360000,873.60,1.526000e-02,,0.139657,True,,False
CH4,Price 1979,494.00,220.85,103560000,1035.60,1.723000e-02,,0.129381,True,,False
CH4,Price 1979,494.00,220.85,123690000,1236.90,1.774000e-02,,0.135675,True,,False
CH4,Price 1979,494.00,220.85,141550000,1415.50,1.828000e-02,,0.137500,True,,False
CH4,Price 1979,507.00,233.85,8110000,81.10,2.612000e-03,,0.215397,True,,False
CH4,Price 1979,507.00,233.85,14890000,148.90,4.577000e-03,,0.208295,True,,False
CH4,Price 1979,507.00,233.85,20780000,207.80,7.178000e-03,,0.165334,True,,False
CH4,Price 1979,507.00,233.85,27770000,277.70,8.386000e-03,,0.181218,True,,False
CH4,Price 1979,507.00,233.85,47130000,471.30,1.419000e-02,,0.143741,True,,False
CH4,Price 1979,507.00,233.85,59690000,596.90,1.538000e-02,,0.156150,True,,False
CH4,Price 1979,507.00,233.85,78120000,781.20,1.835000e-02,,0.147684,True,,False
CH4,Price 1979,507.00,233.85,93360000,933.60,1.977000e-02,,0.148240,True,,False
CH4,Price 1979,507.00,233.85,108180000,1081.80,2.123000e-02,,0.145144,True,,False
CH4,Price 1979,507.00,233.85,108730000,1087.30,2.087000e-02,,0.148860,True,,False
CH4,Price 1979,507.00,233.85,132590000,1325.90,2.220000e-02,,0.148920,True,,False
CH4,Price 1979,507.00,233.85,147130000,1471.30,2.256000e-02,,0.150988,True,,False
CH4,Price 1979,507.00,233.85,164300000,1643.00,2.373000e-02,,0.146005,True,,False
CH4,Yarym-Agaev 1985,298.20,25.05,2500000,25.00,5.990000e-04,2.540000e-03,-0.302711,True,-0.830712,True
CH4,Yarym-Agaev 1985,298.20,25.05,5000000,50.00,1.120000e-03,1.460000e-03,-0.303718,True,-0.427103,True
CH4,Yarym-Agaev 1985,298.20,25.05,7500000,75.00,1.460000e-03,9.340000e-04,-0.297868,True,0.015498,True
CH4,Yarym-Agaev 1985,298.20,25.05,10000000,100.00,1.900000e-03,8.200000e-04,-0.302323,True,0.103279,True
CH4,Yarym-Agaev 1985,298.20,25.05,12500000,125.00,2.210000e-03,5.840000e-04,-0.302101,True,0.292367,True
CH4,Yarym-Agaev 1985,313.20,40.05,2500000,25.00,4.900000e-04,3.030000e-03,-0.258236,True,0.566681,True
CH4,Yarym-Agaev 1985,313.20,40.05,5000000,50.00,9.290000e-04,1.870000e-03,-0.259896,True,0.352142,True
CH4,Yarym-Agaev 1985,313.20,40.05,7500000,75.00,1.270000e-03,1.340000e-03,-0.257423,True,0.420191,True
CH4,Yarym-Agaev 1985,313.20,40.05,10000000,100.00,1.640000e-03,1.120000e-03,-0.260704,True,0.425273,True
CH4,Yarym-Agaev 1985,313.20,40.05,12500000,125.00,1.870000e-03,9.260000e-04,-0.257763,True,0.471525,True
CH4,Yarym-Agaev 1985,338.20,65.05,2500000,25.00,4.050000e-04,9.830000e-03,-0.189974,True,0.787885,True
CH4,Yarym-Agaev 1985,338.20,65.05,5000000,50.00,7.710000e-04,6.090000e-03,-0.191075,True,0.385006,True
CH4,Yarym-Agaev 1985,338.20,65.05,7500000,75.00,1.100000e-03,4.480000e-03,-0.191855,True,0.394102,True
CH4,Yarym-Agaev 1985,338.20,65.05,10000000,100.00,1.360000e-03,3.480000e-03,-0.189505,True,0.455484,True
CH4,Yarym-Agaev 1985,338.20,65.05,12500000,125.00,1.620000e-03,2.980000e-03,-0.189969,True,0.465467,True
CO2,Ahmadi 2018,300.95,27.80,2071000,20.71,1.099000e-02,,-0.122710,True,,False
CO2,Ahmadi 2018,300.95,27.80,4782000,47.82,2.032000e-02,,-0.114821,True,,False
CO2,Ahmadi 2018,300.95,27.80,7837000,78.37,2.335000e-02,,-0.108279,True,,False
CO2,Ahmadi 2018,300.95,27.80,19445000,194.45,2.696000e-02,,-0.108916,True,,False
CO2,Ahmadi 2018,300.95,27.80,34753000,347.53,2.960000e-02,,-0.108053,True,,False
CO2,Ahmadi 2018,307.79,34.64,1292000,12.92,6.010000e-03,,-0.115017,True,,False
CO2,Ahmadi 2018,307.79,34.64,1310000,13.10,6.010000e-03,,-0.114117,True,,False
CO2,Ahmadi 2018,307.79,34.64,2243000,22.43,9.740000e-03,,-0.111959,True,,False
CO2,Ahmadi 2018,307.79,34.64,3380000,33.80,1.384000e-02,,-0.110336,True,,False
CO2,Ahmadi 2018,307.79,34.64,4594000,45.94,1.704000e-02,,-0.106968,True,,False
CO2,Ahmadi 2018,307.79,34.64,5543000,55.43,1.931000e-02,,-0.105738,True,,False
CO2,Ahmadi 2018,307.79,34.64,7143000,71.43,2.228000e-02,,-0.104529,True,,False
CO2,Ahmadi 2018,307.79,34.64,12231000,122.31,2.414000e-02,,-0.101914,True,,False
CO2,Ahmadi 2018,307.79,34.64,19236000,192.36,2.589000e-02,,-0.101407,True,,False
CO2,Ahmadi 2018,322.62,49.47,2991000,29.91,9.610000e-03,,-0.095084,True,,False
CO2,Ahmadi 2018,322.62,49.47,4778000,47.78,1.279000e-02,,-0.086545,True,,False
CO2,Ahmadi 2018,322.62,49.47,5486000,54.86,1.493000e-02,,-0.089539,True,,False
CO2,Ahmadi 2018,322.62,49.47,8667000,86.67,1.959000e-02,,-0.087190,True,,False
CO2,Ahmadi 2018,322.62,49.47,20727000,207.27,2.394000e-02,,-0.083942,True,,False
CO2,Ahmadi 2018,322.62,49.47,40349000,403.49,2.708000e-02,,-0.081651,True,,False
CO2,Ahmadi 2018,373.39,100.24,3515000,35.15,6.970000e-03,,-0.051488,True,,False
CO2,Ahmadi 2018,373.39,100.24,7941000,79.41,1.286000e-02,,-0.042096,True,,False
CO2,Ahmadi 2018,373.39,100.24,19340000,193.40,2.112000e-02,,-0.034703,True,,False
CO2,Ahmadi 2018,373.39,100.24,42077000,420.77,2.578000e-02,,-0.024573,True,,False
CO2,Ahmadi 2018,423.48,150.33,2631000,26.31,3.270000e-03,,0.030682,True,,False
CO2,Ahmadi 2018,423.48,150.33,5109000,51.09,6.650000e-03,,0.020257,True,,False
CO2,Ahmadi 2018,423.48,150.33,9772000,97.72,1.170000e-02,,0.021486,True,,False
CO2,Ahmadi 2018,423.48,150.33,19549000,195.49,2.063000e-02,,0.017897,True,,False
CO2,Ahmadi 2018,423.48,150.33,40690000,406.90,2.839000e-02,,0.030334,True,,False
CO2,Bohr 1891,310.44,37.29,100600,1.01,4.584000e-04,,-0.112745,True,,False
CO2,Bohr 1891,373.15,100.00,187100,1.87,2.058000e-04,,0.013182,True,,False
CO2,Bohr 1899,273.25,0.10,101900,1.02,1.379000e-03,,-0.164614,True,,False
CO2,Bohr 1899,276.95,3.80,102100,1.02,1.206000e-03,,-0.159057,True,,False
CO2,Bohr 1899,279.95,6.80,102300,1.02,1.084000e-03,,-0.154418,True,,False
CO2,Bohr 1899,285.95,12.80,102800,1.03,8.887000e-04,,-0.145340,True,,False
CO2,Bohr 1899,287.95,14.80,103000,1.03,8.281000e-04,,-0.141843,True,,False
CO2,Bohr 1899,292.05,18.90,103500,1.03,7.393000e-04,,-0.136289,True,,False
CO2,Bohr 1899,294.35,21.20,103800,1.04,6.886000e-04,,-0.132540,True,,False
CO2,Bohr 1899,295.75,22.60,104100,1.04,6.596000e-04,,-0.130137,True,,False
CO2,Bohr 1899,299.35,26.20,104700,1.05,5.935000e-04,,-0.124195,True,,False
CO2,Bohr 1899,304.25,31.10,105800,1.06,5.272000e-04,,-0.117163,True,,False
CO2,Bohr 1899,310.45,37.30,107700,1.08,4.584000e-04,,-0.107950,True,,False
CO2,Bohr 1899,313.55,40.40,108900,1.09,4.325000e-04,,-0.103737,True,,False
CO2,Bohr 1899,317.05,43.90,110400,1.10,4.005000e-04,,-0.097859,True,,False
CO2,Bohr 1899,322.95,49.80,113500,1.14,3.588000e-04,,-0.088469,True,,False
CO2,Bohr 1899,334.55,61.40,122600,1.23,2.889000e-04,,-0.065975,True,,False
CO2,Bunsen 1855,277.55,4.40,102200,1.02,1.188000e-03,,-0.158475,True,,False
CO2,Bunsen 1855,281.55,8.40,102400,1.02,1.005000e-03,,-0.150749,True,,False
CO2,Bunsen 1855,286.95,13.80,102900,1.03,8.621000e-04,,-0.143905,True,,False
CO2,Bunsen 1855,289.25,16.10,103200,1.03,7.846000e-04,,-0.138973,True,,False
CO2,Bunsen 1855,292.25,19.10,103500,1.03,7.260000e-04,,-0.135226,True,,False
CO2,Cramer 1982,306.15,33.00,800000,8.00,3.760000e-03,,-0.114604,True,,False
CO2,Cramer 1982,399.45,126.30,2000000,20.00,2.865000e-03,,-0.003264,True,,False
CO2,Cramer 1982,405.65,132.50,2000000,20.00,2.716000e-03,,0.006866,True,,False
CO2,Cramer 1982,419.15,146.00,2800000,28.00,4.158000e-03,,0.004645,True,,False
CO2,Cramer 1982,426.65,153.50,3100000,31.00,4.356000e-03,,0.017191,True,,False
CO2,Cramer 1982,471.25,198.10,4100000,41.00,4.758000e-03,,0.097626,True,,False
CO2,Cramer 1982,486.25,213.10,5800000,58.00,7.172000e-03,,0.111315,True,,False
CO2,Ellis & Golding 1963,450.15,177.00,2525400,25.25,2.235000e-03,,0.108583,True,,False
CO2,Ellis & Golding 1963,474.15,201.00,3413200,34.13,2.832000e-03,,0.158007,True,,False
CO2,Ellis & Golding 1963,477.15,204.00,5345800,53.46,5.816000e-03,,0.116089,True,,False
CO2,Ellis & Golding 1963,502.15,229.00,7151800,71.52,7.543000e-03,,0.171599,True,,False
CO2,Ellis & Golding 1963,502.15,229.00,7435500,74.36,7.671000e-03,,0.175101,True,,False
CO2,Ellis & Golding 1963,508.15,235.00,6069700,60.70,4.728000e-03,,0.246060,True,,False
CO2,Ellis & Golding 1963,534.15,261.00,9791700,97.92,1.010000e-02,,0.269050,True,,False
CO2,Ellis & Golding 1963,534.15,261.00,10146300,101.46,1.078000e-02,,0.262326,True,,False
CO2,Ellis & Golding 1963,538.15,265.00,7422700,74.23,4.718000e-03,,0.395192,True,,False
CO2,Findlay 1910,298.15,25.00,100300,1.00,5.970000e-04,,-0.126972,True,,False
CO2,Findlay 1910,298.15,25.00,112100,1.12,6.670000e-04,,-0.126958,True,,False
CO2,Findlay 1910,298.15,25.00,127300,1.27,7.570000e-04,,-0.126931,True,,False
CO2,Findlay 1910,298.15,25.00,141800,1.42,8.540000e-04,,-0.127775,True,,False
CO2,Findlay 1910,298.15,25.00,153700,1.54,9.160000e-04,,-0.127097,True,,False
CO2,Findlay 1910,298.15,25.00,165700,1.66,9.880000e-04,,-0.127138,True,,False
CO2,Findlay 1910,298.15,25.00,180100,1.80,1.075000e-03,,-0.127219,True,,False
CO2,Findlay 1913,298.15,25.00,36100,0.36,2.150000e-04,,-0.126961,True,,False
CO2,Findlay 1913,298.15,25.00,52300,0.52,3.090000e-04,,-0.126448,True,,False
CO2,Findlay 1913,298.15,25.00,63900,0.64,3.800000e-04,,-0.126884,True,,False
CO2,Findlay 1913,298.15,25.00,66000,0.66,3.920000e-04,,-0.126807,True,,False
CO2,Findlay 1913,298.15,25.00,88900,0.89,5.290000e-04,,-0.126945,True,,False
CO2,Findlay 1913,298.15,25.00,102400,1.02,6.090000e-04,,-0.126919,True,,False
CO2,Hou 2012,298.15,25.00,1666000,16.66,8.870000e-03,2.680000e-03,-0.121534,True,-0.324320,True
CO2,Hou 2012,298.15,25.00,3258000,32.58,1.540000e-02,1.600000e-03,-0.117024,True,-0.074004,True
CO2,Hou 2012,298.15,25.00,6391000,63.91,2.484000e-02,1.940000e-03,-0.114899,True,-0.014163,True
CO2,Hou 2012,298.15,25.00,10183000,101.83,2.630000e-02,4.490000e-03,-0.114744,True,0.135473,True
CO2,Hou 2012,298.15,25.00,13434000,134.34,2.782000e-02,5.580000e-03,-0.115754,True,0.119035,True
CO2,Hou 2012,298.15,25.00,17551000,175.51,2.944000e-02,6.770000e-03,-0.116616,True,0.104801,True
CO2,Hou 2012,323.15,50.00,1089000,10.89,3.330000e-03,2.811000e-02,-0.087778,True,-0.356289,False
CO2,Hou 2012,323.15,50.00,2980000,29.80,9.010000e-03,5.070000e-03,-0.090782,True,0.241303,True
CO2,Hou 2012,323.15,50.00,7406000,74.06,1.829000e-02,3.500000e-03,-0.088604,True,0.187883,True
CO2,Hou 2012,323.15,50.00,10021000,100.21,2.054000e-02,4.030000e-03,-0.085800,True,0.203979,True
CO2,Hou 2012,323.15,50.00,12973000,129.73,2.141000e-02,5.330000e-03,-0.083445,True,0.200974,True
CO2,Hou 2012,323.15,50.00,17533000,175.33,2.255000e-02,6.140000e-03,-0.082181,True,0.202184,True
CO2,Hou 2012,348.15,75.00,1101000,11.01,2.220000e-03,3.132000e-02,-0.053776,True,0.999994,True
CO2,Hou 2012,348.15,75.00,2921000,29.21,6.080000e-03,1.422000e-02,-0.060440,True,0.465880,True
CO2,Hou 2012,348.15,75.00,7123000,71.23,1.267000e-02,8.450000e-03,-0.058005,True,0.271160,True
CO2,Hou 2012,348.15,75.00,10167000,101.67,1.593000e-02,8.050000e-03,-0.056697,True,0.238322,True
CO2,Hou 2012,348.15,75.00,13282000,132.82,1.856000e-02,8.360000e-03,-0.057313,True,0.238991,True
CO2,Hou 2012,348.15,75.00,16918000,169.18,1.993000e-02,9.960000e-03,-0.055081,True,0.216355,True
CO2,Hou 2012,373.15,100.00,1107000,11.07,1.690000e-03,8.802000e-02,-0.021368,True,0.302825,True
CO2,Hou 2012,373.15,100.00,2426000,24.26,3.900000e-03,4.691000e-02,-0.029264,True,0.114013,True
CO2,Hou 2012,373.15,100.00,7088000,70.88,1.085000e-02,2.102000e-02,-0.035137,True,0.234225,True
CO2,Hou 2012,373.15,100.00,10235000,102.35,1.365000e-02,1.747000e-02,-0.030275,True,0.251663,True
CO2,Hou 2012,373.15,100.00,13352000,133.52,1.626000e-02,1.675000e-02,-0.030033,True,0.245670,True
CO2,Hou 2012,373.15,100.00,17070000,170.70,1.872000e-02,1.712000e-02,-0.030079,True,0.240681,True
CO2,Hou 2012,398.15,125.00,1158000,11.58,1.420000e-03,2.131200e-01,0.015015,True,-0.061473,True
CO2,Hou 2012,398.15,125.00,3176000,31.76,4.440000e-03,8.529000e-02,-0.003752,True,0.094056,True
CO2,Hou 2012,398.15,125.00,7321000,73.21,1.005000e-02,4.458000e-02,-0.010341,True,0.198759,True
CO2,Hou 2012,398.15,125.00,9984000,99.84,1.308000e-02,3.560000e-02,-0.011062,True,0.258424,True
CO2,Hou 2012,398.15,125.00,13456000,134.56,1.573000e-02,3.363000e-02,-0.006913,True,0.237872,True
CO2,Hou 2012,398.15,125.00,17435000,174.35,1.857000e-02,3.090000e-02,-0.006065,True,0.253976,True
CO2,Hou 2012,423.15,150.00,1428000,14.28,1.270000e-03,3.464000e-01,0.075234,True,-0.091081,True
CO2,Hou 2012,423.15,150.00,2987000,29.87,3.480000e-03,1.892700e-01,0.037777,True,-0.087474,True
CO2,Hou 2012,423.15,150.00,7197000,71.97,8.700000e-03,9.452000e-02,0.024947,True,0.116964,True
CO2,Hou 2012,423.15,150.00,10014000,100.14,1.231000e-02,7.499000e-02,0.017610,True,0.182703,True
CO2,Hou 2012,423.15,150.00,13418000,134.18,1.557000e-02,6.368000e-02,0.017928,True,0.213782,True
CO2,Hou 2012,423.15,150.00,17355000,173.55,1.905000e-02,5.661000e-02,0.017022,True,0.237823,True
