Gas,Source,T_K,T_C,P_Pa,P_bar,x_gas_exp,y_H2O_exp,kij_AQ,kij_AQ_conv,kij_NA,kij_NA_conv
CO2,Wang 2021,473.15,200.00,170000000,1700.00,8.437000e-02,,0.075571,True,,False
CO2,Wang 2021,473.15,200.00,180000000,1800.00,8.578300e-02,,0.075533,True,,False
CO2,Wang 2021,473.15,200.00,190000000,1900.00,8.707600e-02,,0.075457,True,,False
CO2,Wang 2021,473.15,200.00,200000000,2000.00,,1.160000e-01,,False,0.198332,True
CO2,Wiebe 1939,323.15,50.00,2533000,25.33,7.797000e-03,,-0.089356,True,,False
CO2,Wiebe 1939,323.15,50.00,5066000,50.66,1.377000e-02,,-0.086542,True,,False
CO2,Wiebe 1939,323.15,50.00,7599000,75.99,1.791000e-02,,-0.084366,True,,False
CO2,Wiebe 1939,323.15,50.00,10132500,101.33,2.032000e-02,,-0.083057,True,,False
CO2,Wiebe 1939,323.15,50.00,12666000,126.66,2.120000e-02,,-0.081429,True,,False
CO2,Wiebe 1939,323.15,50.00,15200000,152.00,2.188000e-02,,-0.080595,True,,False
CO2,Wiebe 1939,323.15,50.00,20260000,202.60,2.304000e-02,,-0.079664,True,,False
CO2,Wiebe 1939,323.15,50.00,30400000,304.00,2.474000e-02,,-0.078165,True,,False
CO2,Wiebe 1939,323.15,50.00,40530000,405.30,2.623000e-02,,-0.077386,True,,False
CO2,Wiebe 1939,323.15,50.00,60890000,608.90,2.887000e-02,,-0.076725,True,,False
CO2,Wiebe 1939,323.15,50.00,70930000,709.30,3.009000e-02,,-0.076706,True,,False
CO2,Wiebe 1939,348.15,75.00,2533000,25.33,5.485000e-03,,-0.062463,True,,False
CO2,Wiebe 1939,348.15,75.00,5066000,50.66,1.009000e-02,,-0.061367,True,,False
CO2,Wiebe 1939,348.15,75.00,7599000,75.99,1.361000e-02,,-0.059392,True,,False
CO2,Wiebe 1939,348.15,75.00,10132500,101.33,1.640000e-02,,-0.058653,True,,False
CO2,Wiebe 1939,348.15,75.00,15200000,152.00,1.950000e-02,,-0.056145,True,,False
CO2,Wiebe 1939,348.15,75.00,20260000,202.60,2.112000e-02,,-0.054203,True,,False
CO2,Wiebe 1939,348.15,75.00,30400000,304.00,2.332000e-02,,-0.051946,True,,False
CO2,Wiebe 1939,348.15,75.00,40540000,405.40,2.515000e-02,,-0.051006,True,,False
CO2,Wiebe 1939,348.15,75.00,70930000,709.30,2.952000e-02,,-0.050161,True,,False
CO2,Wiebe 1939,373.15,100.00,2533000,25.33,4.323000e-03,,-0.035495,True,,False
CO2,Wiebe 1939,373.15,100.00,5066000,50.66,8.170000e-03,,-0.035594,True,,False
CO2,Wiebe 1939,373.15,100.00,7599000,75.99,1.143000e-02,,-0.034969,True,,False
CO2,Wiebe 1939,373.15,100.00,10132500,101.33,1.410000e-02,,-0.034045,True,,False
CO2,Wiebe 1939,373.15,100.00,15200000,152.00,1.806000e-02,,-0.032684,True,,False
CO2,Wiebe 1939,373.15,100.00,20260000,202.60,2.037000e-02,,-0.030244,True,,False
CO2,Wiebe 1939,373.15,100.00,30400000,304.00,2.334000e-02,,-0.027093,True,,False
CO2,Wiebe 1939,373.15,100.00,40530000,405.30,2.554000e-02,,-0.025451,True,,False
CO2,Wiebe 1939,373.15,100.00,70930000,709.30,3.022000e-02,,-0.022928,True,,False
CO2,Wiebe&Gaddy 1940,291.15,18.00,2533000,25.33,1.554000e-02,,-0.123962,True,,False
CO2,Wiebe&Gaddy 1940,291.15,18.00,5066000,50.66,2.527000e-02,,-0.118124,True,,False
CO2,Wiebe&Gaddy 1940,298.15,25.00,5066000,50.66,2.156000e-02,,-0.111259,True,,False
CO2,Wiebe&Gaddy 1940,304.19,31.04,2533000,25.33,1.134000e-02,,-0.110226,True,,False
CO2,Wiebe&Gaddy 1940,304.19,31.04,5066000,50.66,1.917000e-02,,-0.105704,True,,False
CO2,Wiebe&Gaddy 1940,308.15,35.00,2533000,25.33,1.037000e-02,,-0.105711,True,,False
CO2,Wiebe&Gaddy 1940,308.15,35.00,5066000,50.66,1.766000e-02,,-0.101404,True,,False
CO2,Wiebe&Gaddy 1940,308.15,35.00,7599000,75.99,2.203000e-02,,-0.098997,True,,False
CO2,Wiebe&Gaddy 1940,308.15,35.00,10133000,101.33,2.303000e-02,,-0.097740,True,,False
CO2,Wiebe&Gaddy 1940,308.15,35.00,15200000,152.00,2.410000e-02,,-0.096399,True,,False
CO2,Wiebe&Gaddy 1940,308.15,35.00,20260000,202.60,2.511000e-02,,-0.095804,True,,False
CO2,Wiebe&Gaddy 1940,308.15,35.00,40530000,405.30,2.810000e-02,,-0.094073,True,,False
CO2,Wiebe&Gaddy 1940,308.15,35.00,50660000,506.60,2.983000e-02,,-0.094462,True,,False
CO2,Wiebe&Gaddy 1940,313.15,40.00,2533000,25.33,9.316000e-03,,-0.099911,True,,False
CO2,Wiebe&Gaddy 1940,313.15,40.00,5066000,50.66,1.620000e-02,,-0.096643,True,,False
CO2,Wiebe&Gaddy 1940,313.15,40.00,7599000,75.99,2.046000e-02,,-0.094001,True,,False
CO2,Wiebe&Gaddy 1940,313.15,40.00,10133000,101.33,2.201000e-02,,-0.092444,True,,False
CO2,Wiebe&Gaddy 1940,313.15,40.00,12670000,126.70,2.271000e-02,,-0.091657,True,,False
CO2,Wiebe&Gaddy 1940,313.15,40.00,15200000,152.00,2.323000e-02,,-0.090945,True,,False
CO2,Wiebe&Gaddy 1940,313.15,40.00,20260000,202.60,2.504000e-02,,-0.092075,True,,False
CO2,Wiebe&Gaddy 1940,313.15,40.00,40530000,405.30,2.744000e-02,,-0.088636,True,,False
CO2,Wiebe&Gaddy 1940,313.15,40.00,50660000,506.60,2.887000e-02,,-0.088442,True,,False
CO2,Wiebe&Gaddy 1941,298.15,25.00,101325,1.01,,2.782047e-02,,False,0.999994,True
CO2,Wiebe&Gaddy 1941,298.15,25.00,2533125,25.33,,1.639651e-03,,False,0.195693,True
CO2,Wiebe&Gaddy 1941,298.15,25.00,5066250,50.66,,1.292296e-03,,False,0.121688,True
CO2,Wiebe&Gaddy 1941,298.15,25.00,10132500,101.33,,3.311015e-03,,False,0.188853,True
CO2,Wiebe&Gaddy 1941,298.15,25.00,15198750,151.99,,3.582855e-03,,False,0.192501,True
CO2,Wiebe&Gaddy 1941,298.15,25.00,20265000,202.65,,3.755767e-03,,False,0.193828,True
CO2,Wiebe&Gaddy 1941,298.15,25.00,45596250,455.96,,3.990337e-03,,False,0.200025,True
CO2,Wiebe&Gaddy 1941,298.15,25.00,48129375,481.29,,3.977994e-03,,False,0.200954,True
CO2,Wiebe&Gaddy 1941,298.15,25.00,50662500,506.62,,3.953307e-03,,False,0.202171,True
CO2,Wiebe&Gaddy 1941,304.19,31.04,101325,1.01,,3.828991e-02,,False,1.499994,True
CO2,Wiebe&Gaddy 1941,304.19,31.04,2533125,25.33,,2.271714e-03,,False,0.214374,True
CO2,Wiebe&Gaddy 1941,304.19,31.04,5066250,50.66,,1.602446e-03,,False,0.183549,True
CO2,Wiebe&Gaddy 1941,304.19,31.04,10132500,101.33,,3.632265e-03,,False,0.191851,True
CO2,Wiebe&Gaddy 1941,304.19,31.04,20265000,202.65,,4.187785e-03,,False,0.200498,True
CO2,Wiebe&Gaddy 1941,304.19,31.04,40530000,405.30,,4.742686e-03,,False,0.198146,True
CO2,Wiebe&Gaddy 1941,304.19,31.04,50662500,506.62,,4.779657e-03,,False,0.199939,True
CO2,Wiebe&Gaddy 1941,304.19,31.04,53195625,531.96,,4.730361e-03,,False,0.201661,True
CO2,Wiebe&Gaddy 1941,304.19,31.04,55728750,557.29,,4.755010e-03,,False,0.201471,True
CO2,Wiebe&Gaddy 1941,323.15,50.00,101325,1.01,,1.037102e-01,,False,0.999994,True
CO2,Wiebe&Gaddy 1941,323.15,50.00,2533125,25.33,,6.157961e-03,,False,0.150870,True
CO2,Wiebe&Gaddy 1941,323.15,50.00,5066250,50.66,,3.817507e-03,,False,0.211867,True
CO2,Wiebe&Gaddy 1941,323.15,50.00,6079500,60.80,,3.558148e-03,,False,0.210991,True
CO2,Wiebe&Gaddy 1941,323.15,50.00,7599375,75.99,,3.484021e-03,,False,0.205456,True
CO2,Wiebe&Gaddy 1941,323.15,50.00,10132500,101.33,,4.471478e-03,,False,0.184691,True
CO2,Wiebe&Gaddy 1941,323.15,50.00,15198750,151.99,,6.059637e-03,,False,0.197945,True
CO2,Wiebe&Gaddy 1941,323.15,50.00,20265000,202.65,,6.722944e-03,,False,0.198497,True
CO2,Wiebe&Gaddy 1941,323.15,50.00,40530000,405.30,,7.532452e-03,,False,0.202348,True
CO2,Wiebe&Gaddy 1941,323.15,50.00,60795000,607.95,,7.863234e-03,,False,0.201905,True
CO2,Wiebe&Gaddy 1941,323.15,50.00,70927500,709.27,,7.948956e-03,,False,0.201669,True
CO2,Wiebe&Gaddy 1941,348.15,75.00,101325,1.01,,2.314174e-01,,False,1.499994,True
CO2,Wiebe&Gaddy 1941,348.15,75.00,2533125,25.33,,1.052594e-02,,False,1.499994,True
CO2,Wiebe&Gaddy 1941,348.15,75.00,10132500,101.33,,8.218272e-03,,False,0.230570,True
CO2,Wiebe&Gaddy 1941,348.15,75.00,11145750,111.46,,8.046906e-03,,False,0.241692,True
CO2,Wiebe&Gaddy 1941,348.15,75.00,12665625,126.66,,8.475211e-03,,False,0.230702,True
CO2,Wiebe&Gaddy 1941,348.15,75.00,15198750,151.99,,9.465013e-03,,False,0.218416,True
CO2,Wiebe&Gaddy 1941,348.15,75.00,20265000,202.65,,1.119546e-02,,False,0.207019,True
CO2,Wiebe&Gaddy 1941,348.15,75.00,40530000,405.30,,1.301685e-02,,False,0.209136,True
CO2,Wiebe&Gaddy 1941,348.15,75.00,60795000,607.95,,1.374352e-02,,False,0.206568,True
CO2,Wiebe&Gaddy 1941,348.15,75.00,70927500,709.27,,1.380403e-02,,False,0.207022,True
CO2,Yan 2011,323.20,50.05,5000000,50.00,1.473000e-02,,-0.091877,True,,False
CO2,Yan 2011,323.20,50.05,10000000,100.00,2.137000e-02,,-0.086610,True,,False
CO2,Yan 2011,323.20,50.05,15000000,150.00,2.206000e-02,,-0.081281,True,,False
CO2,Yan 2011,323.20,50.05,20000000,200.00,2.285000e-02,,-0.079293,True,,False
CO2,Yan 2011,323.20,50.05,30000000,300.00,2.492000e-02,,-0.078768,True,,False
CO2,Yan 2011,323.20,50.05,40000000,400.00,2.569000e-02,,-0.076279,True,,False
CO2,Yan 2011,373.20,100.05,5000000,50.00,8.260000e-03,,-0.037677,True,,False
CO2,Yan 2011,373.20,100.05,10000000,100.00,1.427000e-02,,-0.035930,True,,False
CO2,Yan 2011,373.20,100.05,15000000,150.00,1.795000e-02,,-0.032775,True,,False
CO2,Yan 2011,373.20,100.05,20000000,200.00,2.044000e-02,,-0.031002,True,,False
CO2,Yan 2011,373.20,100.05,30000000,300.00,2.314000e-02,,-0.026769,True,,False
CO2,Yan 2011,373.20,100.05,40000000,400.00,2.534000e-02,,-0.025160,True,,False
CO2,Yan 2011,413.20,140.05,5000000,50.00,6.770000e-03,,0.006552,True,,False
CO2,Yan 2011,413.20,140.05,10000000,100.00,1.258000e-02,,0.005188,True,,False
CO2,Yan 2011,413.20,140.05,15000000,150.00,1.717000e-02,,0.005748,True,,False
CO2,Yan 2011,413.20,140.05,20000000,200.00,2.035000e-02,,0.008768,True,,False
CO2,Yan 2011,413.20,140.05,30000000,300.00,2.466000e-02,,0.013755,True,,False
CO2,Yan 2011,413.20,140.05,40000000,400.00,2.740000e-02,,0.017959,True,,False
CO2,Zel'venskii 1937,298.00,24.85,1112548,11.13,6.170000e-03,,-0.119248,True,,False
CO2,Zel'venskii 1937,298.00,24.85,1117615,11.18,6.234000e-03,,-0.119620,True,,False
CO2,Zel'venskii 1937,298.00,24.85,2322369,23.22,1.239900e-02,,-0.118487,True,,False
CO2,Zel'venskii 1937,298.00,24.85,2498674,24.99,1.271400e-02,,-0.115860,True,,False
CO2,Zel'venskii 1937,298.00,24.85,2509820,25.10,1.284900e-02,,-0.116248,True,,False
CO2,Zel'venskii 1937,298.00,24.85,2634450,26.34,1.342700e-02,,-0.116187,True,,False
CO2,Zel'venskii 1937,298.00,24.85,3181605,31.82,1.557000e-02,,-0.114757,True,,False
CO2,Zel'venskii 1937,298.00,24.85,3486593,34.87,1.662000e-02,,-0.113821,True,,False
CO2,Zel'venskii 1937,298.00,24.85,3934450,39.34,1.854100e-02,,-0.114120,True,,False
CO2,Zel'venskii 1937,298.00,24.85,3969914,39.70,1.863500e-02,,-0.113972,True,,False
CO2,Zel'venskii 1937,298.00,24.85,4468432,44.68,2.037800e-02,,-0.113509,True,,False
CO2,Zel'venskii 1937,298.00,24.85,4564691,45.65,2.037800e-02,,-0.112546,True,,False
CO2,Zel'venskii 1937,298.00,24.85,5684332,56.84,2.297000e-02,,-0.110272,True,,False
CO2,Zel'venskii 1937,298.00,24.85,6373342,63.73,2.403200e-02,,-0.109035,True,,False
CO2,Zel'venskii 1937,323.00,49.85,1939360,19.39,6.230000e-03,,-0.091235,True,,False
CO2,Zel'venskii 1937,323.00,49.85,3301168,33.01,9.870000e-03,,-0.088907,True,,False
CO2,Zel'venskii 1937,323.00,49.85,3322447,33.22,1.001000e-03,,0.079159,True,,False
CO2,Zel'venskii 1937,323.00,49.85,4742010,47.42,1.273000e-02,,-0.084843,True,,False
CO2,Zel'venskii 1937,323.00,49.85,4750116,47.50,1.304000e-02,,-0.086405,True,,False
CO2,Zel'venskii 1937,323.00,49.85,5775525,57.76,1.523300e-02,,-0.086401,True,,False
CO2,Zel'venskii 1937,323.00,49.85,6109898,61.10,1.597000e-02,,-0.086731,True,,False
CO2,Zel'venskii 1937,323.00,49.85,6172719,61.73,1.616600e-02,,-0.087042,True,,False
CO2,Zel'venskii 1937,323.00,49.85,6190958,61.91,1.623600e-02,,-0.087185,True,,False
CO2,Zel'venskii 1937,323.00,49.85,6282150,62.82,1.633800e-02,,-0.086887,True,,False
CO2,Zel'venskii 1937,323.00,49.85,7419016,74.19,1.795700e-02,,-0.085560,True,,False
CO2,Zel'venskii 1937,323.00,49.85,7479812,74.80,1.848700e-02,,-0.087134,True,,False
CO2,Zel'venskii 1937,323.00,49.85,7548712,75.49,1.827700e-02,,-0.085998,True,,False
CO2,Zel'venskii 1937,323.00,49.85,9078720,90.79,2.061100e-02,,-0.087069,True,,False
CO2,Zel'venskii 1937,323.00,49.85,9271238,92.71,2.036300e-02,,-0.085642,True,,False
CO2,Zel'venskii 1937,323.00,49.85,9321900,93.22,2.050300e-02,,-0.085924,True,,False
CO2,Zel'venskii 1937,348.00,74.85,1908963,19.09,4.410000e-03,,-0.066612,True,,False
CO2,Zel'venskii 1937,348.00,74.85,1925175,19.25,4.340000e-03,,-0.064582,True,,False
CO2,Zel'venskii 1937,348.00,74.85,3266718,32.67,7.240000e-03,,-0.065987,True,,False
CO2,Zel'venskii 1937,348.00,74.85,3311301,33.11,7.272000e-03,,-0.065330,True,,False
CO2,Zel'venskii 1937,348.00,74.85,4722758,47.23,9.830000e-03,,-0.064135,True,,False
CO2,Zel'venskii 1937,348.00,74.85,6106858,61.07,1.218500e-02,,-0.064084,True,,False
CO2,Zel'venskii 1937,348.00,74.85,6172719,61.73,1.204300e-02,,-0.062467,True,,False
CO2,Zel'venskii 1937,348.00,74.85,6183865,61.84,1.208300e-02,,-0.062615,True,,False
CO2,Zel'venskii 1937,348.00,74.85,6203116,62.03,1.219300e-02,,-0.063136,True,,False
CO2,Zel'venskii 1937,348.00,74.85,7670302,76.70,1.406200e-02,,-0.061449,True,,False
CO2,Zel'venskii 1937,348.00,74.85,7695634,76.96,1.436000e-02,,-0.062894,True,,False
CO2,Zel'venskii 1937,348.00,74.85,7736164,77.36,1.422700e-02,,-0.061868,True,,False
CO2,Zel'venskii 1937,348.00,74.85,9326966,93.27,1.606400e-02,,-0.061165,True,,False
CO2,Zel'venskii 1937,348.00,74.85,9445516,94.46,1.611100e-02,,-0.060756,True,,False
CO2,Zel'venskii 1937,373.00,99.85,1935308,19.35,3.477000e-03,,-0.039279,True,,False
CO2,Zel'venskii 1937,373.00,99.85,1952533,19.53,3.460000e-03,,-0.037981,True,,False
CO2,Zel'venskii 1937,373.00,99.85,3249493,32.49,5.738000e-03,,-0.040299,True,,False
CO2,Zel'venskii 1937,373.00,99.85,3301168,33.01,5.898000e-03,,-0.041521,True,,False
CO2,Zel'venskii 1937,373.00,99.85,3312314,33.12,5.820000e-03,,-0.039957,True,,False
CO2,Zel'venskii 1937,373.00,99.85,3321434,33.21,5.778000e-03,,-0.039025,True,,False
CO2,Zel'venskii 1937,373.00,99.85,4671082,46.71,8.013000e-03,,-0.040565,True,,False
CO2,Zel'venskii 1937,373.00,99.85,4736944,47.37,8.130000e-03,,-0.040753,True,,False
CO2,Zel'venskii 1937,373.00,99.85,4751129,47.51,7.942000e-03,,-0.038315,True,,False
CO2,Zel'venskii 1937,373.00,99.85,6175759,61.76,9.810000e-03,,-0.036746,True,,False
CO2,Zel'venskii 1937,373.00,99.85,6211222,62.11,1.082500e-02,,-0.045347,True,,False
CO2,Zel'venskii 1937,373.00,99.85,7599375,75.99,1.448000e-02,,-0.056382,True,,False
CO2,Zel'venskii 1937,373.00,99.85,9119250,91.19,1.448000e-02,,-0.043452,True,,False
CO2,de Khanikof 1867,288.15,15.00,94700,0.95,7.641000e-04,,-0.136819,True,,False
CO2,de Khanikof 1867,288.15,15.00,109600,1.10,9.402000e-04,,-0.140618,True,,False
CO2,de Khanikof 1867,288.15,15.00,173600,1.74,1.508000e-03,,-0.141386,True,,False
CO2,de Khanikof 1867,288.15,15.00,197700,1.98,1.748000e-03,,-0.142474,True,,False
CO2,de Khanikof 1867,288.15,15.00,268600,2.69,2.349000e-03,,-0.141785,True,,False
CO2,de Khanikof 1867,288.15,15.00,293500,2.94,2.566000e-03,,-0.141763,True,,False
CO2,de Khanikof 1867,288.15,15.00,317500,3.17,2.815000e-03,,-0.142620,True,,False
CO2,de Khanikof 1867,288.15,15.00,342200,3.42,3.000000e-03,,-0.141924,True,,False
CO2,de Khanikof 1867,288.15,15.00,366800,3.67,3.232000e-03,,-0.142231,True,,False
CO2,de Khanikof 1867,288.15,15.00,416300,4.16,3.632000e-03,,-0.141619,True,,False
CO2,de Khanikof 1867,295.55,22.40,104000,1.04,7.005000e-04,,-0.129651,True,,False
H2,Chahab 2023,298.05,24.90,15001000,150.01,1.996790e-03,,-1.021071,True,,False
H2,Chahab 2023,298.15,25.00,20001000,200.01,2.633200e-03,,-1.022895,True,,False
H2,Chahab 2023,298.20,25.05,10001000,100.01,1.359940e-03,,-1.020156,True,,False
H2,Chahab 2023,323.30,50.15,19991000,199.91,2.441860e-03,,-0.847976,True,,False
H2,Chahab 2023,323.35,50.20,20011000,200.11,2.454790e-03,,-0.848952,True,,False
H2,Chahab 2023,323.50,50.35,10131000,101.31,1.239250e-03,,-0.835234,True,,False
H2,Chahab 2023,323.55,50.40,10111000,101.11,1.250910e-03,,-0.838287,True,,False
H2,Chahab 2023,323.55,50.40,16501000,165.01,2.011170e-03,,-0.841686,True,,False
H2,Chahab 2023,323.85,50.70,13001000,130.01,1.592530e-03,,-0.837025,True,,False
H2,Chahab 2023,373.65,100.50,17511000,175.11,2.433470e-03,,-0.546696,True,,False
H2,Chahab 2023,373.80,100.65,10001000,100.01,1.403320e-03,,-0.538131,True,,False
H2,Chahab 2023,373.85,100.70,10001000,100.01,1.408930e-03,,-0.539250,True,,False
H2,Gillespie 1980,310.93,37.78,344738,3.45,4.490000e-05,1.962000e-02,-0.919311,True,-0.499994,True
H2,Gillespie 1980,310.93,37.78,1378952,13.79,1.810000e-04,4.880000e-03,-0.922984,True,0.448207,True
H2,Gillespie 1980,310.93,37.78,3102642,31.03,4.100000e-04,2.220000e-03,-0.927276,True,0.568394,True
H2,Gillespie 1980,310.93,37.78,6550022,65.50,8.620000e-04,1.160000e-03,-0.930668,True,0.412006,True
H2,Gillespie 1980,310.93,37.78,10342140,103.42,1.330000e-03,,-0.928892,True,,False
H2,Gillespie 1980,310.93,37.78,13789520,137.90,1.758000e-03,6.000000e-04,-0.930561,True,0.519465,True
H2,Gillespie 1980,366.48,93.33,344738,3.45,3.740000e-05,2.469000e-01,-0.482046,True,-0.999994,False
H2,Gillespie 1980,366.48,93.33,1378952,13.79,1.800000e-04,5.860000e-02,-0.551112,True,-0.499994,True
H2,Gillespie 1980,366.48,93.33,3102642,31.03,4.260000e-04,2.640000e-02,-0.572283,True,0.413699,True
H2,Gillespie 1980,366.48,93.33,6550022,65.50,8.930000e-04,1.320000e-02,-0.575134,True,0.485234,True
H2,Gillespie 1980,366.48,93.33,13789520,137.90,1.843000e-03,6.680000e-03,-0.578720,True,0.572728,True
H2,Gillespie 1980,422.04,148.89,3102642,31.03,,1.566000e-01,,False,-0.499994,True
H2,Gillespie 1980,422.04,148.89,6550022,65.50,1.158000e-03,7.530000e-02,-0.251151,True,0.034220,True
H2,Gillespie 1980,422.04,148.89,10342140,103.42,,5.130000e-02,,False,0.168731,True
H2,Gillespie 1980,477.59,204.44,3102642,31.03,4.290000e-04,5.549000e-01,0.437740,True,-0.999994,False
H2,Gillespie 1980,477.59,204.44,6550022,65.50,1.463000e-03,2.848000e-01,0.152759,True,-0.331927,True
H2,Gillespie 1980,477.59,204.44,10342140,103.42,2.570000e-03,1.878000e-01,0.081344,True,0.093267,True
H2,Stephan 1956,373.15,100.00,1550000,15.50,2.650000e-04,,-0.603256,True,,False
H2,Stephan 1956,373.15,100.00,1620000,16.20,2.810000e-04,,-0.608770,True,,False
H2,Stephan 1956,373.15,100.00,1690000,16.90,2.460000e-04,,-0.543340,True,,False
H2,Stephan 1956,373.15,100.00,3620000,36.20,5.390000e-04,,-0.554941,True,,False
H2,Stephan 1956,373.15,100.00,3760000,37.60,5.710000e-04,,-0.562525,True,,False
H2,Stephan 1956,373.15,100.00,3900000,39.00,5.950000e-04,,-0.564469,True,,False
H2,Stephan 1956,373.15,100.00,7070000,70.70,1.110000e-03,,-0.580087,True,,False
H2,Stephan 1956,373.15,100.00,7140000,71.40,1.080000e-03,,-0.566349,True,,False
H2,Stephan 1956,373.15,100.00,7210000,72.10,1.080000e-03,,-0.562831,True,,False
H2,Stephan 1956,373.15,100.00,7270000,72.70,1.080000e-03,,-0.559844,True,,False
H2,Stephan 1956,373.15,100.00,9760000,97.60,1.450000e-03,,-0.563665,True,,False
H2,Stephan 1956,373.15,100.00,9890000,98.90,1.510000e-03,,-0.573983,True,,False
H2,Stephan 1956,373.15,100.00,10030000,100.30,1.550000e-03,,-0.578670,True,,False
H2,Stephan 1956,408.15,135.00,1410000,14.10,2.910000e-04,,-0.421734,True,,False
H2,Stephan 1956,408.15,135.00,1480000,14.80,2.920000e-04,,-0.402413,True,,False
H2,Stephan 1956,408.15,135.00,1550000,15.50,2.890000e-04,,-0.378120,True,,False
H2,Stephan 1956,408.15,135.00,1620000,16.20,3.330000e-04,,-0.420379,True,,False
H2,Stephan 1956,408.15,135.00,3550000,35.50,6.430000e-04,,-0.369337,True,,False
H2,Stephan 1956,408.15,135.00,3620000,36.20,6.750000e-04,,-0.381976,True,,False
H2,Stephan 1956,408.15,135.00,3690000,36.90,6.990000e-04,,-0.388903,True,,False
H2,Stephan 1956,408.15,135.00,6100000,61.00,1.140000e-03,,-0.387427,True,,False
H2,Stephan 1956,408.15,135.00,6170000,61.70,1.110000e-03,,-0.371207,True,,False
H2,Stephan 1956,408.15,135.00,6310000,63.10,1.110000e-03,,-0.361828,True,,False
H2,Stephan 1956,408.15,135.00,6450000,64.50,1.140000e-03,,-0.364110,True,,False
H2,Stephan 1956,408.15,135.00,9480000,94.80,1.730000e-03,,-0.383190,True,,False
H2,Stephan 1956,408.15,135.00,9550000,95.50,1.740000e-03,,-0.382631,True,,False
H2,Stephan 1956,408.15,135.00,9690000,96.90,1.650000e-03,,-0.353958,True,,False
H2,Stephan 1956,408.15,135.00,9720000,97.20,1.690000e-03,,-0.362928,True,,False
H2,Stephan 1956,435.93,162.78,1550000,15.50,3.860000e-04,,-0.284998,True,,False
H2,Stephan 1956,435.93,162.78,1760000,17.60,4.100000e-04,,-0.253175,True,,False
H2,Stephan 1956,435.93,162.78,3620000,36.20,8.360000e-04,,-0.252863,True,,False
H2,Stephan 1956,435.93,162.78,3920000,39.20,8.680000e-04,,-0.233232,True,,False
H2,Stephan 1956,435.93,162.78,4030000,40.30,8.680000e-04,,-0.220138,True,,False
H2,Stephan 1956,435.93,162.78,4070000,40.70,8.820000e-04,,-0.223171,True,,False
H2,Stephan 1956,435.93,162.78,4170000,41.70,9.400000e-04,,-0.242356,True,,False
H2,Stephan 1956,435.93,162.78,4520000,45.20,1.032000e-03,,-0.249230,True,,False
H2,Stephan 1956,435.93,162.78,5490000,54.90,1.320000e-03,,-0.276054,True,,False
H2,Stephan 1956,435.93,162.78,6830000,68.30,1.520000e-03,,-0.241679,True,,False
H2,Stephan 1956,435.93,162.78,6930000,69.30,1.550000e-03,,-0.244283,True,,False
H2,Stephan 1956,435.93,162.78,7520000,75.20,1.700000e-03,,-0.250586,True,,False
H2,Stephan 1956,435.93,162.78,7760000,77.60,1.810000e-03,,-0.266034,True,,False
H2,Stephan 1956,435.93,162.78,8440000,84.40,1.970000e-03,,-0.267718,True,,False
H2,Stephan 1956,435.93,162.78,8890000,88.90,1.940000e-03,,-0.236471,True,,False
H2,Stephan 1956,435.93,162.78,9100000,91.00,2.020000e-03,,-0.245041,True,,False
H2,Suciu 1951,273.15,0.00,6895000,68.95,6.713979e-04,,-1.080034,True,,False
H2,Suciu 1951,273.15,0.00,13789000,137.89,7.775341e-04,,-0.959065,True,,False
H2,Suciu 1951,273.15,0.00,20684000,206.84,1.215000e-03,,-0.976513,True,,False
H2,Suciu 1951,298.15,25.00,6895000,68.95,9.485719e-04,,-1.019792,True,,False
H2,Suciu 1951,298.15,25.00,10342000,103.42,1.441561e-03,,-1.027451,True,,False
H2,Suciu 1951,298.70,25.55,6895000,68.95,,6.700000e-03,,False,-0.999994,False
H2,Suciu 1951,299.80,26.65,3447000,34.47,4.360753e-04,,-0.983032,True,,False
H2,Suciu 1951,302.60,29.45,13789000,137.89,1.852673e-03,,-0.995339,True,,False
H2,Suciu 1951,304.80,31.65,20684000,206.84,3.400000e-03,,-1.044691,True,,False
H2,Suciu 1951,312.60,39.45,6895000,68.95,9.271954e-04,,-0.927039,True,,False
H2,Suciu 1951,317.60,44.45,6895000,68.95,8.678113e-04,,-0.876918,True,,False
H2,Suciu 1951,319.30,46.15,20684000,206.84,3.390000e-03,,-0.959702,True,,False
H2,Suciu 1951,324.30,51.15,3447000,34.47,5.549390e-04,,-0.904130,True,,False
H2,Suciu 1951,324.80,51.65,10342000,103.42,1.346641e-03,,-0.845984,True,,False
H2,Suciu 1951,324.80,51.65,13789000,137.89,2.492384e-03,,-0.948665,True,,False
H2,Suciu 1951,326.50,53.35,20684000,206.84,3.380000e-03,,-0.915810,True,,False
H2,Suciu 1951,334.30,61.15,20684000,206.84,3.450000e-03,,-0.874590,True,,False
H2,Suciu 1951,335.90,62.75,6895000,68.95,7.537742e-04,1.450000e-02,-0.714254,True,-0.999994,False
H2,Suciu 1951,339.30,66.15,20684000,206.84,3.420000e-03,,-0.840900,True,,False
H2,Suciu 1951,341.50,68.35,6895000,68.95,,1.340000e-02,,False,-0.999994,False
H2,Suciu 1951,341.50,68.35,10342000,103.42,1.346641e-03,,-0.737384,True,,False
H2,Suciu 1951,362.00,88.85,6895000,68.95,8.796887e-04,2.200000e-02,-0.584000,True,-0.999994,False
H2,Suciu 1951,366.50,93.35,3447000,34.47,4.519254e-04,,-0.555955,True,,False
